lon(deg),lat(deg),alt(m) 'select st_asgeojson(shape) from adasdemo'
113.206566705285,23.0077568985522,-2.66915109435501
113.206567503663,23.007756846659,-2.66951216337629
113.206568303984,23.0077567945965,-2.66987403139441
113.206569106247,23.0077567423643,-2.67023669782454
113.206569910453,23.0077566899622,-2.67060016208055
113.206570716601,23.0077566373899,-2.67096442357494
113.206571524691,23.0077565846471,-2.67132948171892
113.206572334712,23.0077565317343,-2.6716953304978
113.206573145498,23.0077564787276,-2.67206144326613
113.20657395628,23.0077564256769,-2.67242747278386
113.206574767058,23.0077563725826,-2.67279341905843
113.206575577833,23.0077563194444,-2.67315928209733
113.206576388605,23.0077562662626,-2.67352506190803
113.206577199372,23.0077562130371,-2.67389075849798
113.206578010137,23.007756159768,-2.67425637187465
113.206578820897,23.0077561064553,-2.67462190204552
113.206579631654,23.0077560530991,-2.67498734901806
113.206580442407,23.0077559996993,-2.67535271279972
113.206581253157,23.007755946256,-2.67571799339797
113.206582063903,23.0077558927693,-2.67608319082029
113.206582874646,23.0077558392392,-2.67644830507414
113.206583685385,23.0077557856658,-2.67681333616698
113.206584496121,23.0077557320489,-2.67717828410629
113.206585306853,23.0077556783888,-2.67754314889953
113.206586117581,23.0077556246855,-2.67790793055417
113.206586928306,23.0077555709389,-2.67827262907768
113.206587739027,23.0077555171491,-2.67863724447752
113.206588549744,23.0077554633161,-2.67900177676116
113.206589360458,23.0077554094401,-2.67936622593607
113.206590171169,23.0077553555209,-2.67973059200972
113.206590981876,23.0077553015587,-2.68009487498957
113.206591792579,23.0077552475536,-2.68045907488309
113.206592603279,23.0077551935054,-2.68082319169775
113.206593413976,23.0077551394143,-2.68118722544101
113.206594224668,23.0077550852803,-2.68155117612035
113.206595035357,23.0077550311035,-2.68191504374323
113.206595846043,23.0077549768838,-2.68227882831711
113.206596656725,23.0077549226214,-2.68264252984947
113.206597467404,23.0077548683162,-2.68300614834777
113.206598278079,23.0077548139683,-2.68336968381948
113.20659908875,23.0077547595777,-2.68373313627206
113.206599899418,23.0077547051444,-2.68409650571299
113.206600710083,23.0077546506686,-2.68445979214974
113.206601520744,23.0077545961502,-2.68482299558976
113.206602331401,23.0077545415893,-2.68518611604052
113.206603142055,23.0077544869859,-2.6855491535095
113.206603952706,23.00775443234,-2.68591210800416
113.206604763353,23.0077543776517,-2.68627497953196
113.206605573996,23.007754322921,-2.68663776810039
113.206606384636,23.007754268148,-2.68700047371689
113.206607195272,23.0077542133326,-2.68736309638895
113.206608005905,23.007754158475,-2.68772563612402
113.206608816534,23.0077541035752,-2.68808809292957
113.20660962716,23.0077540486331,-2.68845046681308
113.206610437783,23.0077539936489,-2.68881275778201
113.206611248401,23.0077539386225,-2.68917496584382
113.206612059017,23.0077538835541,-2.68953709100599
113.206612869629,23.0077538284436,-2.68989913327597
113.206613680237,23.0077537732911,-2.69026109266125
113.206614490842,23.0077537180966,-2.69062296916928
113.206615301443,23.0077536628602,-2.69098476280754
113.206616112041,23.0077536075818,-2.69134647358348
113.206616922636,23.0077535522616,-2.69170810150459
113.206617733227,23.0077534968995,-2.69206964657832
113.206618543814,23.0077534414957,-2.69243110881214
113.206619354398,23.0077533860501,-2.69279248821352
113.206620164979,23.0077533305628,-2.69315378478992
113.206620975556,23.0077532750337,-2.69351499854883
113.20662178613,23.0077532194631,-2.69387612949769
113.2066225967,23.0077531638508,-2.69423717764398
113.206623407267,23.0077531081969,-2.69459814299517
113.20662421783,23.0077530525015,-2.69495902555872
113.20662502839,23.0077529967646,-2.69531982534211
113.206625838946,23.0077529409862,-2.69568054235279
113.206626649499,23.0077528851663,-2.69604117659824
113.206627460049,23.0077528293051,-2.69640172808592
113.206628270595,23.0077527734025,-2.6967621968233
113.206629081138,23.0077527174586,-2.69712258281785
113.206629891677,23.0077526614735,-2.69748288607703
113.206630702213,23.007752605447,-2.69784310660831
113.206631512745,23.0077525493794,-2.69820324441917
113.206632323274,23.0077524932706,-2.69856329951706
113.206633133799,23.0077524371206,-2.69892327190946
113.206633944321,23.0077523809295,-2.69928316160383
113.20663475484,23.0077523246974,-2.69964296860763
113.206635565355,23.0077522684242,-2.70000269292835
113.206636375867,23.0077522121101,-2.70036233457343
113.206637186375,23.0077521557549,-2.70072189355036
113.20663799688,23.0077520993589,-2.7010813698666
113.206638807382,23.007752042922,-2.70144076352961
113.20663961788,23.0077519864442,-2.70180007454686
113.206640428375,23.0077519299256,-2.70215930292583
113.206641238866,23.0077518733663,-2.70251844867397
113.206642049354,23.0077518167662,-2.70287751179875
113.206642859839,23.0077517601254,-2.70323649230765
113.20664367032,23.007751703444,-2.70359539020813
113.206644480798,23.0077516467219,-2.70395420550766
113.206645291272,23.0077515899592,-2.7043129382137
113.206646101743,23.007751533156,-2.70467158833372
113.206646912211,23.0077514763122,-2.70503015587519
113.206647722675,23.007751419428,-2.70538864084557
113.206648533136,23.0077513625033,-2.70574704325234
113.206649343593,23.0077513055382,-2.70610536310296
113.206650154047,23.0077512485328,-2.7064636004049
113.206650964498,23.007751191487,-2.70682175516562
113.206651774945,23.0077511344009,-2.7071798273926
113.206652585389,23.0077510772746,-2.70753781709329
113.20665339583,23.007751020108,-2.70789572427518
113.206654206267,23.0077509629013,-2.70825354894572
113.206655016701,23.0077509056543,-2.70861129111238
113.206655827131,23.0077508483673,-2.70896895078263
113.206656637559,23.0077507910402,-2.70932652796393
113.206657447982,23.0077507336731,-2.70968402266377
113.206658258403,23.0077506762659,-2.71004143488959
113.20665906882,23.0077506188188,-2.71039876464887
113.206659879234,23.0077505613317,-2.71075601194908
113.206660689644,23.0077505038048,-2.71111317679768
113.206661500051,23.007750446238,-2.71147025920214
113.206662310455,23.0077503886313,-2.71182725916993
113.206663120856,23.0077503309849,-2.71218417670851
113.206663931253,23.0077502732987,-2.71254101182536
113.206664741646,23.0077502155728,-2.71289776452793
113.206665552037,23.0077501578073,-2.71325443482371
113.206666362424,23.0077501000021,-2.71361102272015
113.206667172808,23.0077500421573,-2.71396752822472
113.206667983188,23.0077499842729,-2.71432395134489
113.206668793565,23.007749926349,-2.71468029208813
113.206669603939,23.0077498683856,-2.7150365504619
113.20667041431,23.0077498103828,-2.71539272647367
113.206671224677,23.0077497523405,-2.71574882013091
113.206672035041,23.0077496942588,-2.71610483144109
113.206672845402,23.0077496361378,-2.71646076041167
113.206673655759,23.0077495779775,-2.71681660705012
113.206674466113,23.0077495197779,-2.7171723713639
113.206675276464,23.0077494615391,-2.7175280533605
113.206676086811,23.0077494032611,-2.71788365304736
113.206676897155,23.0077493449439,-2.71823917043197
113.206677707496,23.0077492865876,-2.71859460552178
113.206678517834,23.0077492281922,-2.71894995832427
113.206679328168,23.0077491697577,-2.7193052288469
113.206680138499,23.0077491112842,-2.71966041709714
113.206680948826,23.0077490527718,-2.72001552308245
113.206681759151,23.0077489942204,-2.72037054681031
113.206682569472,23.0077489356301,-2.72072548828818
113.20668337979,23.0077488770009,-2.72108034752353
113.206684190105,23.0077488183328,-2.72143512452383
113.206685000416,23.007748759626,-2.72178981929654
113.206685810724,23.0077487008804,-2.72214443184913
113.206686621029,23.0077486420961,-2.72249896218906
113.20668743133,23.0077485832731,-2.72285341032381
113.206688241629,23.0077485244115,-2.72320777626085
113.206689051924,23.0077484655112,-2.72356206000763
113.206689862215,23.0077484065724,-2.72391626157163
113.206690672504,23.007748347595,-2.72427038096032
113.206691482789,23.0077482885791,-2.72462441818115
113.206692293071,23.0077482295248,-2.72497837324161
113.20669310335,23.007748170432,-2.72533224614915
113.206693913626,23.0077481113008,-2.72568603691125
113.206694723898,23.0077480521312,-2.72603974553537
113.206695534167,23.0077479929234,-2.72639337202897
113.206696344433,23.0077479336772,-2.72674691639953
113.206697154695,23.0077478743928,-2.72710037865452
113.206697964955,23.0077478150702,-2.72745375880139
113.206698775211,23.0077477557094,-2.72780705684763
113.206699585464,23.0077476963105,-2.72816027280068
113.206700395714,23.0077476368734,-2.72851340666803
113.20670120596,23.0077475773983,-2.72886645845714
113.206702016203,23.0077475178852,-2.72921942817548
113.206702826443,23.0077474583341,-2.72957231583051
113.20670363668,23.007747398745,-2.7299251214297
113.206704446914,23.007747339118,-2.73027784498052
113.206705257144,23.0077472794531,-2.73063048649044
113.206706067372,23.0077472197503,-2.73098304596693
113.206706877596,23.0077471600098,-2.73133552341744
113.206707687817,23.0077471002315,-2.73168791884945
113.206708498034,23.0077470404154,-2.73204023227043
113.206709308249,23.0077469805617,-2.73239246368784
113.20671011846,23.0077469206702,-2.73274461310915
113.206710928668,23.0077468607412,-2.73309668054182
113.206711738873,23.0077468007746,-2.73344866599334
113.206712549075,23.0077467407704,-2.73380056947115
113.206713359273,23.0077466807286,-2.73415239098273
113.206714169468,23.0077466206495,-2.73450413053556
113.206714979661,23.0077465605328,-2.73485578813708
113.20671578985,23.0077465003788,-2.73520736379478
113.206716600035,23.0077464401873,-2.73555885751611
113.206717410218,23.0077463799586,-2.73591026930856
113.206718220398,23.0077463196925,-2.73626159917957
113.206719030574,23.0077462593892,-2.73661284713663
113.206719840747,23.0077461990487,-2.73696401318719
113.206720650917,23.0077461386709,-2.73731509733873
113.206721461084,23.0077460782561,-2.73766609959872
113.206722271248,23.0077460178041,-2.73801701997461
113.206723081408,23.007745957315,-2.73836785847388
113.206723891566,23.0077458967889,-2.738718615104
113.20672470172,23.0077458362258,-2.73906928987243
113.206725511871,23.0077457756257,-2.73941988278663
113.206726322019,23.0077457149887,-2.73977039385409
113.206727132164,23.0077456543147,-2.74012082308226
113.206727942305,23.0077455936039,-2.74047117047861
113.206728752444,23.0077455328563,-2.7408214360506
113.206729562579,23.007745472072,-2.74117161980572
113.206730372712,23.0077454112508,-2.74152172175142
113.206731182841,23.007745350393,-2.74187174189517
113.206731992967,23.0077452894984,-2.74222168024443
113.20673280309,23.0077452285673,-2.74257153680669
113.20673361321,23.0077451675995,-2.74292131158939
113.206734423326,23.0077451065952,-2.74327100460002
113.20673523344,23.0077450455543,-2.74362061584603
113.20673604355,23.0077449844769,-2.7439701453349
113.206736853658,23.0077449233631,-2.74431959307409
113.206737663762,23.0077448622129,-2.74466895907107
113.206738473863,23.0077448010263,-2.7450182433333
113.206739283961,23.0077447398033,-2.74536744586826
113.206740094056,23.007744678544,-2.74571656668341
113.206740904148,23.0077446172485,-2.74606560578622
113.206741714237,23.0077445559167,-2.74641456318416
113.206742524323,23.0077444945487,-2.74676343888469
113.206743334405,23.0077444331445,-2.74711223289528
113.206744144485,23.0077443717043,-2.7474609452234
113.206744954561,23.0077443102279,-2.74780957587651
113.206745764634,23.0077442487154,-2.74815812486208
113.206746574705,23.007744187167,-2.74850659218759
113.206747384772,23.0077441255826,-2.74885497786049
113.206748194836,23.0077440639622,-2.74920328188826
113.206749004897,23.0077440023059,-2.74955150427836
113.206749814955,23.0077439406138,-2.74989964503826
113.20675062501,23.0077438788858,-2.75024770417543
113.206751435062,23.007743817122,-2.75059568169733
113.20675224511,23.0077437553225,-2.75094357761143
113.206753055156,23.0077436934872,-2.7512913919252
113.206753865199,23.0077436316162,-2.7516391246461
113.206754675238,23.0077435697096,-2.75198677578161
113.206755485275,23.0077435077674,-2.75233434533919
113.206756295308,23.0077434457896,-2.75268183332631
113.206757105339,23.0077433837762,-2.75302923975043
113.206757915366,23.0077433217274,-2.75337656461903
113.206758725391,23.007743259643,-2.75372380793956
113.206759535412,23.0077431975233,-2.7540709697195
113.20676034543,23.0077431353681,-2.75441804996632
113.206761155445,23.0077430731776,-2.75476504868748
113.206761965458,23.0077430109518,-2.75511196589045
113.206762775467,23.0077429486907,-2.75545880158269
113.206763585473,23.0077428863943,-2.75580555577168
113.206764395476,23.0077428240627,-2.75615222846488
113.206765205476,23.007742761696,-2.75649881966975
113.206766015473,23.007742699294,-2.75684532939378
113.206766825467,23.0077426368571,-2.75719175764441
113.206767635458,23.007742574385,-2.75753810442913
113.206768445446,23.0077425118779,-2.7578843697554
113.206769255432,23.0077424493358,-2.75823055363068
113.206770065414,23.0077423867587,-2.75857665606244
113.206770875393,23.0077423241468,-2.75892267705815
113.206771685369,23.0077422614999,-2.75926861662528
113.206772495342,23.0077421988182,-2.7596144747713
113.206773305312,23.0077421361017,-2.75996025150366
113.206774115279,23.0077420733504,-2.76030594682985
113.206774925243,23.0077420105644,-2.76065156075732
113.206775735204,23.0077419477437,-2.76099709329354
113.206776545162,23.0077418848883,-2.76134254444599
113.206777355117,23.0077418219983,-2.76168791422212
113.206778165069,23.0077417590737,-2.76203320262941
113.206778975018,23.0077416961145,-2.76237840967533
113.206779784964,23.0077416331208,-2.76272353536733
113.206780594908,23.0077415700927,-2.76306857971289
113.206781404848,23.0077415070301,-2.76341354271948
113.206782214785,23.0077414439331,-2.76375842439456
113.206783024719,23.0077413808017,-2.76410322474559
113.206783834651,23.007741317636,-2.76444794378006
113.206784644579,23.0077412544359,-2.76479258150542
113.206785454504,23.0077411912017,-2.76513713792914
113.206786264427,23.0077411279332,-2.76548161305869
113.206787074346,23.0077410646305,-2.76582600690154
113.206787884263,23.0077410012936,-2.76617031946515
113.206788694176,23.0077409379227,-2.76651455075699
113.206789504087,23.0077408745176,-2.76685870078453
113.206790313994,23.0077408110785,-2.76720276955523
113.206791123899,23.0077407476054,-2.76754675707657
113.206791933801,23.0077406840984,-2.76789066335601
113.2067927437,23.0077406205574,-2.76823448840102
113.206793553596,23.0077405569825,-2.76857823221906
113.206794363489,23.0077404933738,-2.7689218948176
113.206795173379,23.0077404297312,-2.76926547620411
113.206795983266,23.0077403660549,-2.76960897638606
113.20679679315,23.0077403023448,-2.76995239537092
113.206797603031,23.0077402386009,-2.77029573316614
113.20679841291,23.0077401748235,-2.77063898977921
113.206799222785,23.0077401110123,-2.77098216521758
113.206800032658,23.0077400471676,-2.77132525948872
113.206800842527,23.0077399832893,-2.77166827260011
113.206801652394,23.0077399193775,-2.7720112045592
113.206802462258,23.0077398554321,-2.77235405537347
113.206803272119,23.0077397914534,-2.77269682505038
113.206804081977,23.0077397274412,-2.7730395135974
113.206804891832,23.0077396633956,-2.773382121022
113.206805701684,23.0077395993166,-2.77372464733165
113.206806511533,23.0077395352044,-2.7740670925338
113.20680732138,23.0077394710589,-2.77440945663594
113.206808131223,23.0077394068801,-2.77475173964552
113.206808941064,23.0077393426682,-2.77509394157002
113.206809750901,23.0077392784231,-2.7754360624169
113.206810560736,23.0077392141448,-2.77577810219363
113.206811370568,23.0077391498335,-2.77612006090767
113.206812180397,23.0077390854891,-2.7764619385665
113.206812990224,23.0077390211117,-2.77680373517757
113.206813800047,23.0077389567013,-2.77714545074837
113.206814609867,23.007738892258,-2.77748708528635
113.206815419685,23.0077388277817,-2.77782863879898
113.2068162295,23.0077387632726,-2.77817011129374
113.206817039312,23.0077386987306,-2.77851150277808
113.206817849121,23.0077386341559,-2.77885281325947
113.206818658927,23.0077385695484,-2.77919404274539
113.20681946873,23.0077385049081,-2.7795351912433
113.206820278531,23.0077384402352,-2.77987625876066
113.206821088328,23.0077383755297,-2.78021724530495
113.206821898123,23.0077383107915,-2.78055815088363
113.206822707915,23.0077382460207,-2.78089897550417
113.206823517704,23.0077381812174,-2.78123971917403
113.20682432749,23.0077381163816,-2.78158038190069
113.206825137273,23.0077380515133,-2.78192096369161
113.206825947054,23.0077379866126,-2.78226146455425
113.206826756832,23.0077379216794,-2.7826018844961
113.206827566607,23.007737856714,-2.7829422235246
113.206828376379,23.0077377917162,-2.78328248164723
113.206829186148,23.0077377266861,-2.78362265887147
113.206829995914,23.0077376616238,-2.78396275520476
113.206830805678,23.0077375965292,-2.78430277065459
113.206831615439,23.0077375314025,-2.78464270522842
113.206832425197,23.0077374662436,-2.78498255893371
113.206833234952,23.0077374010527,-2.78532233177794
113.206834044704,23.0077373358296,-2.78566202376857
113.206834854454,23.0077372705746,-2.78600163491307
113.2068356642,23.0077372052875,-2.7863411652189
113.206836473944,23.0077371399685,-2.78668061469354
113.206837283685,23.0077370746176,-2.78701998334444
113.206838093424,23.0077370092348,-2.78735927117909
113.206838903159,23.0077369438201,-2.78769847820494
113.206839712892,23.0077368783736,-2.78803760442946
113.206840522622,23.0077368128954,-2.78837664986013
113.206841332349,23.0077367473854,-2.7887156145044
113.206842142073,23.0077366818437,-2.78905449836974
113.206842951795,23.0077366162704,-2.78939330146363
113.206843761514,23.0077365506654,-2.78973202379352
113.20684457123,23.0077364850288,-2.7900706653669
113.206845380943,23.0077364193607,-2.79040922619121
113.206846190653,23.0077363536611,-2.79074770627394
113.206847000361,23.0077362879299,-2.79108610562255
113.206847810066,23.0077362221674,-2.7914244242445
113.206848619768,23.0077361563734,-2.79176266214726
113.206849429467,23.0077360905481,-2.79210081933831
113.206850239164,23.0077360246914,-2.7924388958251
113.206851048858,23.0077359588034,-2.79277689161511
113.206851858549,23.0077358928842,-2.7931148067158
113.206852668237,23.0077358269337,-2.79345264113464
113.206853477923,23.0077357609521,-2.7937903948791
113.206854287606,23.0077356949392,-2.79412806795664
113.206855097286,23.0077356288953,-2.79446566037473
113.206855906963,23.0077355628203,-2.79480317214085
113.206856716638,23.0077354967143,-2.79514060326244
113.20685752631,23.0077354305772,-2.795477953747
113.206858335979,23.0077353644092,-2.79581522360197
113.206859145646,23.0077352982103,-2.79615241283483
113.206859955309,23.0077352319804,-2.79648952145305
113.20686076497,23.0077351657197,-2.79682654946409
113.206861574628,23.0077350994282,-2.79716349687542
113.206862384284,23.0077350331059,-2.79750036369451
113.206863193937,23.0077349667528,-2.79783714992883
113.206864003587,23.0077349003691,-2.79817385558583
113.206864813234,23.0077348339546,-2.798510480673
113.206865622879,23.0077347675095,-2.79884702519779
113.206866432521,23.0077347010338,-2.79918348916768
113.20686724216,23.0077346345276,-2.79951987259013
113.206868051796,23.0077345679908,-2.79985617547261
113.20686886143,23.0077345014235,-2.80019239782258
113.206869671061,23.0077344348257,-2.80052853964752
113.20687048069,23.0077343681976,-2.80086460095489
113.206871290315,23.007734301539,-2.80120058175216
113.206872099938,23.0077342348501,-2.80153648204679
113.206872909559,23.0077341681309,-2.80187230184626
113.206873719176,23.0077341013815,-2.80220804115802
113.206874528791,23.0077340346018,-2.80254369998956
113.206875338404,23.0077339677918,-2.80287927834833
113.206876148013,23.0077339009518,-2.8032147762418
113.20687695762,23.0077338340816,-2.80355019367744
113.206877767224,23.0077337671813,-2.80388553066272
113.206878576826,23.0077337002509,-2.8042207872051
113.206879386425,23.0077336332905,-2.80455596331205
113.206880196021,23.0077335663002,-2.80489105899104
113.206881005615,23.0077334992799,-2.80522607424954
113.206881815205,23.0077334322297,-2.80556100909501
113.206882624794,23.0077333651496,-2.80589586353493
113.206883434379,23.0077332980397,-2.80623063757675
113.206884243962,23.0077332309,-2.80656533122794
113.206885053542,23.0077331637305,-2.80689994449598
113.20688586312,23.0077330965314,-2.80723447738833
113.206886672695,23.0077330293025,-2.80756892991246
113.206887482267,23.0077329620439,-2.80790330207583
113.206888291837,23.0077328947558,-2.80823759388592
113.206889101404,23.0077328274381,-2.80857180535018
113.206889910968,23.0077327600908,-2.80890593647609
113.20689072053,23.007732692714,-2.80923998727112
113.206891530089,23.0077326253078,-2.80957395774272
113.206892339646,23.0077325578721,-2.80990784789838
113.206893149199,23.007732490407,-2.81024165774555
113.206893958751,23.0077324229126,-2.8105753872917
113.206894768299,23.0077323553888,-2.81090903654431
113.206895577845,23.0077322878358,-2.81124260551083
113.206896387388,23.0077322202535,-2.81157609419874
113.206897196929,23.007732152642,-2.8119095026155
113.206898006467,23.0077320850013,-2.81224283076858
113.206898816003,23.0077320173315,-2.81257607866545
113.206899625536,23.0077319496326,-2.81290924631357
113.206900435066,23.0077318819046,-2.81324233372042
113.206901244594,23.0077318141476,-2.81357534089345
113.206902054119,23.0077317463615,-2.81390826784014
113.206902863641,23.0077316785466,-2.81424111456796
113.206903673161,23.0077316107027,-2.81457388108437
113.206904482678,23.0077315428299,-2.81490656739683
113.206905292193,23.0077314749283,-2.81523917351283
113.206906101705,23.0077314069979,-2.81557169943981
113.206906911215,23.0077313390387,-2.81590414518526
113.206907720722,23.0077312710507,-2.81623651075663
113.206908530226,23.0077312030341,-2.8165687961614
113.206909339728,23.0077311349888,-2.81690100140703
113.206910149227,23.0077310669148,-2.81723312650099
113.206910958724,23.0077309988123,-2.81756517145075
113.206911768218,23.0077309306812,-2.81789713626377
113.206912577709,23.0077308625216,-2.81822902094753
113.206913387198,23.0077307943336,-2.81856082550948
113.206914196684,23.007730726117,-2.81889254995711
113.206915006168,23.0077306578721,-2.81922419429786
113.206915815649,23.0077305895988,-2.81955575853922
113.206916625128,23.0077305212972,-2.81988724268864
113.206917434604,23.0077304529672,-2.8202186467536
113.206918244078,23.007730384609,-2.82054997074157
113.206919053549,23.0077303162226,-2.82088121466
113.206919863017,23.007730247808,-2.82121237851638
113.206920672483,23.0077301793652,-2.82154346231815
113.206921481946,23.0077301108944,-2.82187446607281
113.206922291407,23.0077300423954,-2.8222053897878
113.206923100866,23.0077299738684,-2.82253623347059
113.206923910321,23.0077299053134,-2.82286699712866
113.206924719775,23.0077298367304,-2.82319768076948
113.206925529225,23.0077297681195,-2.8235282844005
113.206926338673,23.0077296994807,-2.8238588080292
113.206927148119,23.0077296308141,-2.82418925166305
113.206927957562,23.0077295621196,-2.8245196153095
113.206928767003,23.0077294933973,-2.82484989897603
