lon(deg),lat(deg),alt(m) 'select st_asgeojson(shape) from adasline'
113.208846350756,23.0075242166294,-3.854851
113.208851014576,23.0075236948494,-3.85954
113.208855668766,23.0075231741494,-3.864203
113.208860313476,23.0075226544994,-3.868839
113.208864948686,23.0075221359194,-3.873449
113.208869574426,23.0075216183994,-3.878032
113.208874190736,23.0075211019394,-3.882589
113.208878797596,23.0075205865294,-3.88712
113.208883395096,23.0075200721694,-3.891626
113.208887983236,23.0075195588494,-3.896106
113.208892562056,23.0075190465794,-3.900562
113.208897131576,23.0075185353494,-3.904995
113.208901691836,23.0075180251494,-3.909406
113.208906242806,23.0075175159994,-3.913796
113.208910785086,23.0075170078094,-3.918167
113.208915317716,23.0075165007094,-3.922518
113.208919841316,23.0075159946094,-3.926852
113.208924355816,23.0075154895394,-3.93117
113.208928861226,23.0075149854794,-3.935472
113.208933357546,23.0075144824294,-3.939761
113.208937844876,23.0075139803894,-3.944037
113.208942323206,23.0075134793594,-3.9483
113.208946792576,23.0075129793294,-3.952552
113.208951253006,23.0075124803094,-3.956794
113.208955704536,23.0075119822694,-3.961026
113.208960147196,23.0075114852294,-3.965248
113.208964581006,23.0075109891794,-3.969462
113.208969005996,23.0075104941194,-3.973667
113.208973422196,23.0075100000394,-3.977863
113.208977829666,23.0075095069294,-3.982049
113.208982228406,23.0075090148094,-3.986227
113.208986618456,23.0075085236494,-3.990395
113.208990999836,23.0075080334694,-3.994554
113.208995372586,23.0075075442394,-3.998701
113.208999736736,23.0075070559894,-4.002837
113.209004092306,23.0075065686894,-4.00696
113.209008439346,23.0075060823394,-4.011069
113.209012777866,23.0075055969494,-4.015164
113.209017107906,23.0075051125094,-4.019242
113.209021429496,23.0075046290094,-4.023303
113.209025742666,23.0075041464594,-4.027345
113.209030047436,23.0075036648394,-4.031368
113.209034343846,23.0075031841594,-4.035368
113.209038631936,23.0075027044094,-4.039346
113.209042911706,23.0075022255894,-4.043298
113.209047183216,23.0075017476994,-4.047225
113.209051446486,23.0075012707294,-4.051124
113.209055582574,23.0075006498512,-4.054995
113.209059479957,23.0074998507985,-4.058835
113.209063718707,23.0074993765685,-4.062643
113.209067949297,23.0074989032585,-4.066419
113.209072171807,23.0074984308385,-4.070161
113.209076386267,23.0074979593285,-4.073868
113.209080592667,23.0074974887185,-4.077539
113.209084791087,23.0074970189985,-4.081172
113.209088981547,23.0074965501685,-4.084768
113.209093164037,23.0074960822285,-4.088326
113.209097338627,23.0074956151785,-4.091845
113.209101505347,23.0074951490085,-4.095325
113.209105664197,23.0074946837185,-4.098764
113.209109815237,23.0074942192985,-4.102164
113.209113958497,23.0074937557485,-4.105523
113.209118093977,23.0074932930685,-4.108842
113.209122221717,23.0074928312585,-4.11212
113.209126341787,23.0074923703085,-4.115359
113.209130454157,23.0074919102085,-4.118557
113.209134558887,23.0074914509785,-4.121715
113.209138656027,23.0074909925885,-4.124834
113.209142747027,23.0074905348785,-4.127914
113.209146830527,23.0074900780185,-4.130955
113.209150906517,23.0074896219985,-4.133959
113.209154975057,23.0074891668085,-4.136925
113.209159036137,23.0074887124485,-4.139854
113.209163089837,23.0074882589185,-4.142747
113.209167136137,23.0074878062185,-4.145605
113.209171175127,23.0074873543385,-4.148429
113.209175206777,23.0074869032785,-4.151219
113.209179231157,23.0074864530285,-4.153976
113.209183248287,23.0074860035885,-4.1567
113.209187258187,23.0074855549585,-4.159394
113.209191260887,23.0074851071285,-4.162057
113.209195256427,23.0074846601085,-4.164691
113.209199244827,23.0074842138785,-4.167297
113.209203226147,23.0074837684485,-4.169874
113.209207200377,23.0074833238085,-4.172425
113.209211167557,23.0074828799585,-4.17495
113.209215127757,23.0074824368885,-4.17745
113.209219080957,23.0074819946085,-4.179925
113.209223027187,23.0074815530985,-4.182378
113.209226966507,23.0074811123585,-4.184807
113.209230898947,23.0074806723985,-4.187215
113.209234824517,23.0074802331985,-4.189602
113.209238743247,23.0074797947685,-4.191969
113.209242655177,23.0074793570985,-4.194316
113.209246560357,23.0074789201885,-4.196644
113.209250458767,23.0074784840285,-4.198954
113.209254350487,23.0074780486185,-4.201247
113.209258235527,23.0074776139585,-4.203523
113.209262113887,23.0074771800385,-4.205783
113.209265985667,23.0074767468585,-4.208027
113.209269850847,23.0074763144185,-4.210256
113.209273709447,23.0074758827185,-4.212471
113.209277561517,23.0074754517385,-4.214672
113.209281407097,23.0074750214985,-4.21686
113.209285246207,23.0074745919685,-4.219035
113.209289078877,23.0074741631685,-4.221197
113.209292905147,23.0074737350785,-4.223347
113.209296725027,23.0074733077085,-4.225486
113.209300538567,23.0074728810385,-4.227614
113.209304345777,23.0074724550885,-4.229732
113.209308146697,23.0074720298385,-4.231839
113.209311941357,23.0074716052785,-4.233936
113.209315729807,23.0074711814285,-4.236024
113.209319512057,23.0074707582585,-4.238103
113.209323288107,23.0074703357885,-4.240173
113.209327058037,23.0074699140085,-4.242234
113.209330821867,23.0074694929085,-4.244288
113.209334579607,23.0074690724785,-4.246333
113.209337998844,23.0074683057963,-4.248371
113.209341744504,23.0074678867263,-4.250402
113.209345484194,23.0074674683163,-4.252426
113.209349217934,23.0074670505863,-4.254443
113.209352945734,23.0074666335063,-4.256453
113.209356667634,23.0074662170963,-4.258457
113.209360383674,23.0074658013463,-4.260455
113.209364093864,23.0074653862363,-4.262447
113.209367798254,23.0074649717863,-4.264434
113.209371496874,23.0074645579763,-4.266415
113.209375189724,23.0074641448163,-4.268391
113.209378876874,23.0074637322863,-4.270361
113.209382558364,23.0074633203963,-4.272326
113.209386234204,23.0074629091363,-4.274287
113.209389904424,23.0074624985063,-4.276242
113.209393569054,23.0074620885063,-4.278192
113.209397228104,23.0074616791163,-4.280137
113.209400881624,23.0074612703563,-4.282076
113.209404529654,23.0074608622063,-4.284011
113.209408172204,23.0074604546763,-4.28594
113.209411809304,23.0074600477463,-4.287863
113.209415440984,23.0074596414263,-4.289781
113.209419067294,23.0074592357063,-4.291692
113.209422688244,23.0074588305863,-4.293597
113.209426303884,23.0074584260663,-4.295495
113.209429914214,23.0074580221263,-4.297387
113.209433519294,23.0074576187863,-4.29927
113.209437119124,23.0074572160263,-4.301145
113.209440713774,23.0074568138563,-4.303012
113.209444303234,23.0074564122563,-4.304869
113.209447887574,23.0074560112363,-4.306716
113.209451466784,23.0074556107863,-4.308552
113.209455040914,23.0074552108963,-4.310377
113.209458609994,23.0074548115863,-4.31219
113.209462174064,23.0074544128263,-4.313989
113.209465733124,23.0074540146263,-4.315774
113.209469287234,23.0074536169863,-4.317544
113.209472836414,23.0074532198963,-4.319298
113.209476380694,23.0074528233563,-4.321035
113.209479920104,23.0074524273563,-4.322754
113.209483454674,23.0074520318963,-4.324453
113.209486984424,23.0074516369863,-4.326132
113.209490509404,23.0074512425963,-4.327788
113.209494029634,23.0074508487463,-4.329422
113.209497545134,23.0074504554263,-4.331031
113.20950090934,23.0074499094619,-4.332615
113.2095044155,23.0074495171819,-4.334171
113.20950791703,23.0074491254219,-4.335699
113.20951141396,23.0074487341719,-4.337198
113.20951490633,23.0074483434419,-4.338665
113.20951839416,23.0074479532119,-4.340099
113.20952187747,23.0074475634919,-4.341499
113.20952535631,23.0074471742619,-4.342864
113.2095288307,23.0074467855419,-4.344193
113.20953230068,23.0074463973119,-4.345483
113.20953576627,23.0074460095719,-4.346733
113.20953922749,23.0074456223219,-4.347942
113.2095426844,23.0074452355519,-4.349109
113.20954613701,23.0074448492619,-4.350232
113.20954958535,23.0074444634519,-4.351311
113.20955302944,23.0074440781219,-4.352343
113.20955646935,23.0074436932519,-4.353328
113.20955990507,23.0074433088519,-4.354264
113.20956333664,23.0074429249219,-4.35515
113.2095667641,23.0074425414419,-4.355986
113.20957018747,23.0074421584219,-4.35677
113.20957360679,23.0074417758619,-4.357502
113.20957702208,23.0074413937519,-4.35818
113.20958043338,23.0074410120819,-4.358804
113.20958384071,23.0074406308619,-4.359374
113.20958724411,23.0074402500719,-4.359888
113.2095906436,23.0074398697319,-4.360346
113.20959403922,23.0074394898119,-4.360748
113.20959743099,23.0074391103319,-4.361094
113.20960081895,23.0074387312819,-4.361384
113.20960420313,23.0074383526419,-4.361617
113.20960758355,23.0074379744319,-4.361794
113.20961096025,23.0074375966319,-4.361914
113.20961433326,23.0074372192519,-4.361979
113.2096177026,23.0074368422819,-4.361989
113.20962106831,23.0074364657119,-4.361944
113.20962443042,23.0074360895519,-4.361845
113.20962778895,23.0074357137819,-4.361693
113.20963114394,23.0074353384219,-4.361489
113.20963449541,23.0074349634419,-4.361235
113.20963784342,23.0074345888519,-4.360931
113.20964118796,23.0074342146519,-4.360578
113.20964452909,23.0074338408419,-4.360179
113.20964786681,23.0074334674019,-4.359735
113.20965120118,23.0074330943419,-4.359247
113.20965453223,23.0074327216519,-4.358718
113.20965785996,23.0074323493319,-4.358149
113.20966118443,23.0074319773819,-4.357543
113.20966450566,23.0074316057919,-4.356901
113.20966782367,23.0074312345519,-4.356225
113.20967113851,23.0074308636819,-4.355519
113.2096744502,23.0074304931519,-4.354783
113.20967775876,23.0074301229819,-4.35402
113.20968106424,23.0074297531519,-4.353233
113.20968436666,23.0074293836619,-4.352425
113.20968766604,23.0074290145219,-4.351596
113.20969096243,23.0074286457019,-4.35075
113.20969425585,23.0074282772219,-4.349889
113.20969754632,23.0074279090719,-4.349014
113.20970083389,23.0074275412519,-4.348129
113.20970411859,23.0074271737419,-4.347236
113.20970740043,23.0074268065619,-4.346336
113.20971067946,23.0074264396919,-4.345433
113.20971395569,23.0074260731319,-4.344526
113.20971722917,23.0074257068819,-4.34362
113.20972049993,23.0074253409319,-4.342714
113.20972330341,23.0074244699528,-4.341812
113.2097265688,23.0074241046028,-4.340914
113.20972983155,23.0074237395528,-4.340022
113.20973309169,23.0074233748028,-4.339137
113.20973634925,23.0074230103328,-4.33826
113.20973960428,23.0074226461428,-4.337393
113.20974285678,23.0074222822428,-4.336537
113.2097461068,23.0074219186128,-4.335692
113.20974935436,23.0074215552628,-4.334858
113.20975259949,23.0074211921828,-4.334037
113.20975584223,23.0074208293728,-4.333229
113.2097590826,23.0074204668228,-4.332435
113.20976232065,23.0074201045428,-4.331653
113.20976555637,23.0074197425128,-4.330885
113.20976878983,23.0074193807428,-4.330131
113.20977202105,23.0074190192128,-4.329389
113.20977525005,23.0074186579428,-4.328661
113.20977847686,23.0074182969128,-4.327945
113.20978170152,23.0074179361228,-4.327242
113.20978492405,23.0074175755728,-4.32655
113.2097881445,23.0074172152528,-4.32587
113.20979136287,23.0074168551628,-4.325201
113.20979457922,23.0074164953028,-4.324542
113.20979779356,23.0074161356728,-4.323892
113.20980100593,23.0074157762628,-4.323251
113.20980421635,23.0074154170628,-4.322619
113.20980742487,23.0074150580828,-4.321993
113.20981063149,23.0074146993028,-4.321375
113.20981383627,23.0074143407428,-4.320763
113.20981703923,23.0074139823828,-4.320155
113.20982024039,23.0074136242128,-4.319552
113.20982343979,23.0074132662528,-4.318953
113.20982663746,23.0074129084828,-4.318358
113.20982983342,23.0074125509028,-4.317765
113.20983302771,23.0074121935128,-4.317173
113.20983622037,23.0074118363028,-4.316584
113.20983941141,23.0074114792728,-4.315995
113.20984260087,23.0074111224228,-4.315406
113.20984578879,23.0074107657428,-4.314818
113.20984897518,23.0074104092328,-4.314229
113.20985216008,23.0074100528928,-4.313639
113.20985534351,23.0074096967128,-4.313047
113.20985852553,23.0074093406928,-4.312455
113.20986170614,23.0074089848328,-4.31186
113.20986488538,23.0074086291228,-4.311264
113.20986806327,23.0074082735628,-4.310666
113.20987123987,23.0074079181428,-4.310066
113.20987441518,23.0074075628828,-4.309464
113.20987758925,23.0074072077428,-4.308859
113.20988076209,23.0074068527528,-4.308252
113.20988393375,23.0074064978928,-4.307643
113.20988710424,23.0074061431628,-4.307032
113.20989027361,23.0074057885528,-4.306419
113.20989344188,23.0074054340728,-4.305805
113.20989660909,23.0074050797128,-4.305188
113.20989977525,23.0074047254628,-4.304571
113.20990294041,23.0074043713328,-4.303952
113.20990610459,23.0074040173028,-4.303332
113.20990926782,23.0074036633828,-4.302711
113.20991243014,23.0074033095728,-4.30209
113.20991559157,23.0074029558528,-4.301468
113.20991875214,23.0074026022328,-4.300847
113.20992191189,23.0074022487028,-4.300226
113.20992507084,23.0074018952628,-4.299606
113.20992822902,23.0074015419028,-4.298987
113.20993138646,23.0074011886328,-4.298369
113.20993454321,23.0074008354428,-4.297754
113.20993769927,23.0074004823228,-4.29714
113.2099408547,23.0074001292728,-4.296529
113.20994400936,23.0073997763128,-4.295921
113.20994716344,23.0073994234228,-4.295317
113.20995031696,23.0073990705828,-4.294716
113.20995346996,23.0073987178128,-4.294119
113.20995662247,23.0073983650928,-4.293527
113.20995977451,23.0073980124228,-4.29294
113.20996292611,23.0073976598028,-4.292358
113.20996607731,23.0073973072328,-4.291781
113.20996922814,23.0073969546928,-4.29121
113.20997237863,23.0073966022028,-4.290646
113.20997552881,23.0073962497428,-4.290088
113.20997867869,23.0073958973128,-4.289537
113.20998182834,23.0073955449128,-4.288993
113.20998497776,23.0073951925428,-4.288456
113.20998812698,23.0073948401828,-4.287928
113.20999127605,23.0073944878528,-4.287407
113.20999442498,23.0073941355328,-4.286894
113.2099975738,23.0073937832228,-4.28639
113.21000072256,23.0073934309228,-4.285894
113.21000387129,23.0073930786228,-4.285406
113.21000701998,23.0073927263228,-4.284927
113.21001016871,23.0073923740228,-4.284456
113.21001331748,23.0073920217228,-4.283994
113.21001646634,23.0073916694128,-4.283541
