ini lat (deg),ini lon (deg),ini alt (m),ini vx_body (m/s),ini vy_body (m/s),ini vz_body (m/s),ini yaw (deg),ini pitch (deg),ini roll (deg)
1,0.0043713407,0.0035470018,0.0040024296,0,0,0,0.05,1
1,0.0043863974,0.0035446346,0.0039997581,0,0,0,0.05,1
1,0.0044014542,0.0035422675,0.0039970868,0,0,0,0.05,1
1,0.0044165109,0.0035399003,0.0039944156,0,0,0,0.05,1
1,0.0044315676,0.0035375331,0.0039917445,0,0,0,0.05,1
1,0.0044466243,0.0035351659,0.0039890735,0,0,0,0.05,1
1,0.004461681,0.0035327988,0.0039864026,0,0,0,0.05,1
1,0.0044767377,0.0035304316,0.0039837318,0,0,0,0.05,1
1,0.0044917944,0.0035280644,0.0039810612,0,0,0,0.05,1
1,0.0045068511,0.0035256973,0.0039783907,0,0,0,0.05,1
1,0.0045219078,0.0035233301,0.0039757202,0,0,0,0.05,1
1,0.0045369645,0.0035209629,0.0039730499,0,0,0,0.05,1
1,0.0045520212,0.0035185958,0.0039703797,0,0,0,0.05,1
1,0.0045670779,0.0035162286,0.0039677097,0,0,0,0.05,1
1,0.0045821345,0.0035138615,0.0039650397,0,0,0,0.05,1
1,0.0045971912,0.0035114943,0.0039623699,0,0,0,0.05,1
1,0.0046122478,0.0035091272,0.0039597001,0,0,0,0.05,1
1,0.0046273045,0.00350676,0.0039570305,0,0,0,0.05,1
1,0.0046423611,0.0035043928,0.003954361,0,0,0,0.05,1
1,0.0046574178,0.0035020257,0.0039516917,0,0,0,0.05,1
1,0.0046724744,0.0034996585,0.0039490224,0,0,0,0.05,1
1,0.004687531,0.0034972914,0.0039463532,0,0,0,0.05,1
1,0.0047025876,0.0034949242,0.0039436842,0,0,0,0.05,1
1,0.0047176443,0.0034925571,0.0039410153,0,0,0,0.05,1
1,0.0047327009,0.0034901899,0.0039383465,0,0,0,0.05,1
1,0.0047477575,0.0034878228,0.0039356778,0,0,0,0.05,1
1,0.0047628141,0.0034854557,0.0039330092,0,0,0,0.05,1
1,0.0047778707,0.0034830885,0.0039303407,0,0,0,0.05,1
1,0.0047929273,0.0034807214,0.0039276724,0,0,0,0.05,1
1,0.0048079838,0.0034783542,0.0039250042,0,0,0,0.05,1
1,0.0048230404,0.0034759871,0.003922336,0,0,0,0.05,1
1,0.004838097,0.00347362,0.003919668,0,0,0,0.05,1
1,0.0048531536,0.0034712528,0.0039170002,0,0,0,0.05,1
1,0.0048682101,0.0034688857,0.0039143324,0,0,0,0.05,1
1,0.0048832667,0.0034665186,0.0039116647,0,0,0,0.05,1
1,0.0048983232,0.0034641514,0.0039089972,0,0,0,0.05,1
1,0.0049133798,0.0034617843,0.0039063298,0,0,0,0.05,1
1,0.0049284363,0.0034594172,0.0039036625,0,0,0,0.05,1
1,0.0049434928,0.00345705,0.0039009953,0,0,0,0.05,1
1,0.0049585494,0.0034546829,0.0038983282,0,0,0,0.05,1
1,0.0049736059,0.0034523158,0.0038956612,0,0,0,0.05,1
1,0.0049886624,0.0034499487,0.0038929944,0,0,0,0.05,1
1,0.0050037189,0.0034475815,0.0038903276,0,0,0,0.05,1
1,0.0050187754,0.0034452144,0.003887661,0,0,0,0.05,1
1,0.0050338319,0.0034428473,0.0038849945,0,0,0,0.05,1
1,0.0050488884,0.0034404802,0.0038823281,0,0,0,0.05,1
1,0.0050639449,0.0034381131,0.0038796618,0,0,0,0.05,1
1,0.0050790014,0.0034357459,0.0038769957,0,0,0,0.05,1
1,0.0050940579,0.0034333788,0.0038743296,0,0,0,0.05,1
1,0.0051091143,0.0034310117,0.0038716637,0,0,0,0.05,1
1,0.0051241708,0.0034286446,0.0038689979,0,0,0,0.05,1
1,0.0051392272,0.0034262775,0.0038663322,0,0,0,0.05,1
1,0.0051542837,0.0034239104,0.0038636666,0,0,0,0.05,1
1,0.0051693402,0.0034215433,0.0038610011,0,0,0,0.05,1
1,0.0051843966,0.0034191762,0.0038583358,0,0,0,0.05,1
1,0.005199453,0.003416809,0.0038556705,0,0,0,0.05,1
1,0.0052145095,0.0034144419,0.0038530054,0,0,0,0.05,1
1,0.0052295659,0.0034120748,0.0038503404,0,0,0,0.05,1
1,0.0052446223,0.0034097077,0.0038476755,0,0,0,0.05,1
1,0.0052596787,0.0034073406,0.0038450107,0,0,0,0.05,1
1,0.0052747351,0.0034049735,0.0038423461,0,0,0,0.05,1
1,0.0052897915,0.0034026064,0.0038396815,0,0,0,0.05,1
1,0.0053048479,0.0034002393,0.0038370171,0,0,0,0.05,1
1,0.0053199043,0.0033978722,0.0038343528,0,0,0,0.05,1
1,0.0053349607,0.0033955051,0.0038316886,0,0,0,0.05,1
1,0.0053500171,0.003393138,0.0038290245,0,0,0,0.05,1
1,0.0053650735,0.003390771,0.0038263605,0,0,0,0.05,1
1,0.0053801299,0.0033884039,0.0038236967,0,0,0,0.05,1
1,0.0053951862,0.0033860368,0.0038210329,0,0,0,0.05,1
1,0.0054102426,0.0033836697,0.0038183693,0,0,0,0.05,1
1,0.0054252989,0.0033813026,0.0038157058,0,0,0,0.05,1
1,0.0054403553,0.0033789355,0.0038130424,0,0,0,0.05,1
1,0.0054554116,0.0033765684,0.0038103791,0,0,0,0.05,1
1,0.005470468,0.0033742013,0.0038077159,0,0,0,0.05,1
1,0.0054855243,0.0033718343,0.0038050529,0,0,0,0.05,1
1,0.0055005806,0.0033694672,0.00380239,0,0,0,0.05,1
1,0.0055156369,0.0033671001,0.0037997271,0,0,0,0.05,1
1,0.0055306933,0.003364733,0.0037970644,0,0,0,0.05,1
1,0.0055457496,0.0033623659,0.0037944018,0,0,0,0.05,1
1,0.0055608059,0.0033599989,0.0037917394,0,0,0,0.05,1
1,0.0055758622,0.0033576318,0.003789077,0,0,0,0.05,1
1,0.0055909185,0.0033552647,0.0037864148,0,0,0,0.05,1
1,0.0056059748,0.0033528976,0.0037837526,0,0,0,0.05,1
1,0.005621031,0.0033505306,0.0037810906,0,0,0,0.05,1
1,0.0056360873,0.0033481635,0.0037784287,0,0,0,0.05,1
1,0.0056511436,0.0033457964,0.0037757669,0,0,0,0.05,1
1,0.0056661999,0.0033434294,0.0037731053,0,0,0,0.05,1
1,0.0056812561,0.0033410623,0.0037704437,0,0,0,0.05,1
1,0.0056963124,0.0033386952,0.0037677823,0,0,0,0.05,1
1,0.0057113686,0.0033363282,0.0037651209,0,0,0,0.05,1
1,0.0057264249,0.0033339611,0.0037624597,0,0,0,0.05,1
1,0.0057414811,0.0033315941,0.0037597986,0,0,0,0.05,1
1,0.0057565373,0.003329227,0.0037571377,0,0,0,0.05,1
1,0.0057715936,0.0033268599,0.0037544768,0,0,0,0.05,1
1,0.0057866498,0.0033244929,0.003751816,0,0,0,0.05,1
1,0.005801706,0.0033221258,0.0037491554,0,0,0,0.05,1
1,0.0058167622,0.0033197588,0.0037464949,0,0,0,0.05,1
1,0.0058318184,0.0033173917,0.0037438345,0,0,0,0.05,1
1,0.0058468746,0.0033150247,0.0037411742,0,0,0,0.05,1
1,0.0058619308,0.0033126576,0.003738514,0,0,0,0.05,1
1,0.005876987,0.0033102906,0.003735854,0,0,0,0.05,1
1,0.0058920432,0.0033079235,0.003733194,0,0,0,0.05,1
1,0.0059070993,0.0033055565,0.0037305342,0,0,0,0.05,1
1,0.0059221555,0.0033031894,0.0037278745,0,0,0,0.05,1
1,0.0059372117,0.0033008224,0.0037252149,0,0,0,0.05,1
1,0.0059522678,0.0032984553,0.0037225554,0,0,0,0.05,1
1,0.005967324,0.0032960883,0.003719896,0,0,0,0.05,1
1,0.0059823801,0.0032937213,0.0037172368,0,0,0,0.05,1
1,0.0059974363,0.0032913542,0.0037145776,0,0,0,0.05,1
1,0.0060124924,0.0032889872,0.0037119186,0,0,0,0.05,1
1,0.0060275486,0.0032866201,0.0037092597,0,0,0,0.05,1
1,0.0060426047,0.0032842531,0.0037066009,0,0,0,0.05,1
1,0.0060576608,0.0032818861,0.0037039422,0,0,0,0.05,1
1,0.0060727169,0.003279519,0.0037012837,0,0,0,0.05,1
1,0.006087773,0.003277152,0.0036986252,0,0,0,0.05,1
1,0.0061028291,0.003274785,0.0036959669,0,0,0,0.05,1
1,0.0061178852,0.003272418,0.0036933087,0,0,0,0.05,1
1,0.0061329413,0.0032700509,0.0036906506,0,0,0,0.05,1
1,0.0061479974,0.0032676839,0.0036879926,0,0,0,0.05,1
1,0.0061630535,0.0032653169,0.0036853347,0,0,0,0.05,1
1,0.0061781096,0.0032629498,0.003682677,0,0,0,0.05,1
1,0.0061931657,0.0032605828,0.0036800193,0,0,0,0.05,1
1,0.0062082217,0.0032582158,0.0036773618,0,0,0,0.05,1
1,0.0062232778,0.0032558488,0.0036747044,0,0,0,0.05,1
1,0.0062383338,0.0032534818,0.0036720471,0,0,0,0.05,1
1,0.0062533899,0.0032511148,0.0036693899,0,0,0,0.05,1
1,0.0062684459,0.0032487477,0.0036667329,0,0,0,0.05,1
1,0.006283502,0.0032463807,0.0036640759,0,0,0,0.05,1
1,0.006298558,0.0032440137,0.0036614191,0,0,0,0.05,1
1,0.006313614,0.0032416467,0.0036587623,0,0,0,0.05,1
1,0.00632867,0.0032392797,0.0036561057,0,0,0,0.05,1
1,0.0063437261,0.0032369127,0.0036534493,0,0,0,0.05,1
1,0.0063587821,0.0032345457,0.0036507929,0,0,0,0.05,1
1,0.0063738381,0.0032321787,0.0036481366,0,0,0,0.05,1
1,0.0063888941,0.0032298117,0.0036454805,0,0,0,0.05,1
1,0.0064039501,0.0032274446,0.0036428244,0,0,0,0.05,1
1,0.0064190061,0.0032250776,0.0036401685,0,0,0,0.05,1
1,0.006434062,0.0032227106,0.0036375127,0,0,0,0.05,1
1,0.006449118,0.0032203436,0.003634857,0,0,0,0.05,1
1,0.006464174,0.0032179766,0.0036322015,0,0,0,0.05,1
1,0.0064792299,0.0032156096,0.003629546,0,0,0,0.05,1
1,0.0064942859,0.0032132426,0.0036268907,0,0,0,0.05,1
1,0.0065093419,0.0032108757,0.0036242355,0,0,0,0.05,1
1,0.0065243978,0.0032085087,0.0036215804,0,0,0,0.05,1
1,0.0065394538,0.0032061417,0.0036189254,0,0,0,0.05,1
1,0.0065545097,0.0032037747,0.0036162705,0,0,0,0.05,1
1,0.0065695656,0.0032014077,0.0036136157,0,0,0,0.05,1
1,0.0065846216,0.0031990407,0.0036109611,0,0,0,0.05,1
1,0.0065996775,0.0031966737,0.0036083065,0,0,0,0.05,1
1,0.0066147334,0.0031943067,0.0036056521,0,0,0,0.05,1
1,0.0066297893,0.0031919397,0.0036029978,0,0,0,0.05,1
1,0.0066448452,0.0031895727,0.0036003436,0,0,0,0.05,1
1,0.0066599011,0.0031872058,0.0035976896,0,0,0,0.05,1
1,0.006674957,0.0031848388,0.0035950356,0,0,0,0.05,1
1,0.0066900129,0.0031824718,0.0035923818,0,0,0,0.05,1
1,0.0067050688,0.0031801048,0.003589728,0,0,0,0.05,1
1,0.0067201246,0.0031777378,0.0035870744,0,0,0,0.05,1
1,0.0067351805,0.0031753709,0.0035844209,0,0,0,0.05,1
1,0.0067502364,0.0031730039,0.0035817675,0,0,0,0.05,1
1,0.0067652922,0.0031706369,0.0035791143,0,0,0,0.05,1
1,0.0067803481,0.0031682699,0.0035764611,0,0,0,0.05,1
1,0.0067954039,0.003165903,0.0035738081,0,0,0,0.05,1
1,0.0068104598,0.003163536,0.0035711552,0,0,0,0.05,1
1,0.0068255156,0.003161169,0.0035685024,0,0,0,0.05,1
1,0.0068405715,0.0031588021,0.0035658497,0,0,0,0.05,1
1,0.0068556273,0.0031564351,0.0035631971,0,0,0,0.05,1
1,0.0068706831,0.0031540681,0.0035605446,0,0,0,0.05,1
1,0.0068857389,0.0031517012,0.0035578923,0,0,0,0.05,1
1,0.0069007947,0.0031493342,0.0035552401,0,0,0,0.05,1
1,0.0069158505,0.0031469673,0.0035525879,0,0,0,0.05,1
1,0.0069309063,0.0031446003,0.0035499359,0,0,0,0.05,1
1,0.0069459621,0.0031422333,0.0035472841,0,0,0,0.05,1
1,0.0069610179,0.0031398664,0.0035446323,0,0,0,0.05,1
1,0.0069760737,0.0031374994,0.0035419806,0,0,0,0.05,1
1,0.0069911295,0.0031351325,0.0035393291,0,0,0,0.05,1
1,0.0070061852,0.0031327655,0.0035366777,0,0,0,0.05,1
1,0.007021241,0.0031303986,0.0035340264,0,0,0,0.05,1
1,0.0070362968,0.0031280316,0.0035313752,0,0,0,0.05,1
1,0.0070513525,0.0031256647,0.0035287241,0,0,0,0.05,1
1,0.0070664083,0.0031232977,0.0035260731,0,0,0,0.05,1
1,0.007081464,0.0031209308,0.0035234223,0,0,0,0.05,1
1,0.0070965198,0.0031185638,0.0035207715,0,0,0,0.05,1
1,0.0071115755,0.0031161969,0.0035181209,0,0,0,0.05,1
1,0.0071266312,0.0031138299,0.0035154704,0,0,0,0.05,1
1,0.0071416869,0.003111463,0.00351282,0,0,0,0.05,1
1,0.0071567427,0.003109096,0.0035101697,0,0,0,0.05,1
1,0.0071717984,0.0031067291,0.0035075196,0,0,0,0.05,1
1,0.0071868541,0.0031043622,0.0035048695,0,0,0,0.05,1
1,0.0072019098,0.0031019952,0.0035022196,0,0,0,0.05,1
1,0.0072169655,0.0030996283,0.0034995698,0,0,0,0.05,1
1,0.0072320212,0.0030972614,0.0034969201,0,0,0,0.05,1
1,0.0072470768,0.0030948944,0.0034942705,0,0,0,0.05,1
1,0.0072621325,0.0030925275,0.0034916211,0,0,0,0.05,1
1,0.0072771882,0.0030901606,0.0034889717,0,0,0,0.05,1
1,0.0072922438,0.0030877936,0.0034863225,0,0,0,0.05,1
1,0.0073072995,0.0030854267,0.0034836733,0,0,0,0.05,1
1,0.0073223552,0.0030830598,0.0034810243,0,0,0,0.05,1
1,0.0073374108,0.0030806929,0.0034783754,0,0,0,0.05,1
1,0.0073524665,0.0030783259,0.0034757267,0,0,0,0.05,1
1,0.0073675221,0.003075959,0.003473078,0,0,0,0.05,1
1,0.0073825777,0.0030735921,0.0034704295,0,0,0,0.05,1
1,0.0073976334,0.0030712252,0.003467781,0,0,0,0.05,1
1,0.007412689,0.0030688583,0.0034651327,0,0,0,0.05,1
1,0.0074277446,0.0030664913,0.0034624845,0,0,0,0.05,1
1,0.0074428002,0.0030641244,0.0034598364,0,0,0,0.05,1
1,0.0074578558,0.0030617575,0.0034571884,0,0,0,0.05,1
1,0.0074729114,0.0030593906,0.0034545406,0,0,0,0.05,1
1,0.007487967,0.0030570237,0.0034518929,0,0,0,0.05,1
1,0.0075030226,0.0030546568,0.0034492452,0,0,0,0.05,1
1,0.0075180782,0.0030522899,0.0034465977,0,0,0,0.05,1
1,0.0075331337,0.0030499229,0.0034439503,0,0,0,0.05,1
1,0.0075481893,0.003047556,0.003441303,0,0,0,0.05,1
1,0.0075632449,0.0030451891,0.0034386559,0,0,0,0.05,1
1,0.0075783004,0.0030428222,0.0034360088,0,0,0,0.05,1
1,0.007593356,0.0030404553,0.0034333619,0,0,0,0.05,1
1,0.0076084115,0.0030380884,0.0034307151,0,0,0,0.05,1
1,0.0076234671,0.0030357215,0.0034280684,0,0,0,0.05,1
1,0.0076385226,0.0030333546,0.0034254218,0,0,0,0.05,1
1,0.0076535782,0.0030309877,0.0034227753,0,0,0,0.05,1
1,0.0076686337,0.0030286208,0.0034201289,0,0,0,0.05,1
1,0.0076836892,0.0030262539,0.0034174827,0,0,0,0.05,1
1,0.0076987447,0.003023887,0.0034148366,0,0,0,0.05,1
1,0.0077138002,0.0030215201,0.0034121905,0,0,0,0.05,1
1,0.0077288557,0.0030191533,0.0034095446,0,0,0,0.05,1
1,0.0077439112,0.0030167864,0.0034068989,0,0,0,0.05,1
1,0.0077589667,0.0030144195,0.0034042532,0,0,0,0.05,1
1,0.0077740222,0.0030120526,0.0034016076,0,0,0,0.05,1
1,0.0077890777,0.0030096857,0.0033989622,0,0,0,0.05,1
1,0.0078041332,0.0030073188,0.0033963169,0,0,0,0.05,1
1,0.0078191886,0.0030049519,0.0033936717,0,0,0,0.05,1
1,0.0078342441,0.003002585,0.0033910266,0,0,0,0.05,1
1,0.0078492996,0.0030002182,0.0033883816,0,0,0,0.05,1
1,0.007864355,0.0029978513,0.0033857367,0,0,0,0.05,1
1,0.0078794105,0.0029954844,0.003383092,0,0,0,0.05,1
1,0.0078944659,0.0029931175,0.0033804474,0,0,0,0.05,1
1,0.0079095214,0.0029907506,0.0033778028,0,0,0,0.05,1
1,0.0079245768,0.0029883838,0.0033751584,0,0,0,0.05,1
1,0.0079396322,0.0029860169,0.0033725141,0,0,0,0.05,1
1,0.0079546876,0.00298365,0.00336987,0,0,0,0.05,1
1,0.0079697431,0.0029812832,0.0033672259,0,0,0,0.05,1
1,0.0079847985,0.0029789163,0.003364582,0,0,0,0.05,1
1,0.0079998539,0.0029765494,0.0033619381,0,0,0,0.05,1
1,0.0080149093,0.0029741825,0.0033592944,0,0,0,0.05,1
1,0.0080299647,0.0029718157,0.0033566508,0,0,0,0.05,1
1,0.00804502,0.0029694488,0.0033540073,0,0,0,0.05,1
1,0.0080600754,0.0029670819,0.003351364,0,0,0,0.05,1
1,0.0080751308,0.0029647151,0.0033487207,0,0,0,0.05,1
1,0.0080901862,0.0029623482,0.0033460776,0,0,0,0.05,1
1,0.0081052415,0.0029599814,0.0033434346,0,0,0,0.05,1
1,0.0081202969,0.0029576145,0.0033407917,0,0,0,0.05,1
1,0.0081353523,0.0029552476,0.0033381489,0,0,0,0.05,1
1,0.0081504076,0.0029528808,0.0033355062,0,0,0,0.05,1
1,0.008165463,0.0029505139,0.0033328636,0,0,0,0.05,1
1,0.0081805183,0.0029481471,0.0033302212,0,0,0,0.05,1
1,0.0081955736,0.0029457802,0.0033275789,0,0,0,0.05,1
1,0.0082106289,0.0029434134,0.0033249366,0,0,0,0.05,1
1,0.0082256843,0.0029410465,0.0033222945,0,0,0,0.05,1
1,0.0082407396,0.0029386797,0.0033196526,0,0,0,0.05,1
1,0.0082557949,0.0029363128,0.0033170107,0,0,0,0.05,1
1,0.0082708502,0.002933946,0.0033143689,0,0,0,0.05,1
1,0.0082859055,0.0029315791,0.0033117273,0,0,0,0.05,1
1,0.0083009608,0.0029292123,0.0033090858,0,0,0,0.05,1
1,0.0083160161,0.0029268455,0.0033064444,0,0,0,0.05,1
1,0.0083310714,0.0029244786,0.0033038031,0,0,0,0.05,1
1,0.0083461266,0.0029221118,0.0033011619,0,0,0,0.05,1
1,0.0083611819,0.0029197449,0.0032985208,0,0,0,0.05,1
1,0.0083762372,0.0029173781,0.0032958799,0,0,0,0.05,1
1,0.0083912924,0.0029150113,0.003293239,0,0,0,0.05,1
1,0.0084063477,0.0029126444,0.0032905983,0,0,0,0.05,1
1,0.0084214029,0.0029102776,0.0032879577,0,0,0,0.05,1
1,0.0084364582,0.0029079108,0.0032853172,0,0,0,0.05,1
1,0.0084515134,0.0029055439,0.0032826768,0,0,0,0.05,1
1,0.0084665687,0.0029031771,0.0032800366,0,0,0,0.05,1
1,0.0084816239,0.0029008103,0.0032773964,0,0,0,0.05,1
1,0.0084966791,0.0028984434,0.0032747564,0,0,0,0.05,1
1,0.0085117343,0.0028960766,0.0032721165,0,0,0,0.05,1
1,0.0085267895,0.0028937098,0.0032694767,0,0,0,0.05,1
1,0.0085418447,0.002891343,0.003266837,0,0,0,0.05,1
1,0.0085568999,0.0028889762,0.0032641975,0,0,0,0.05,1
1,0.0085719551,0.0028866093,0.003261558,0,0,0,0.05,1
1,0.0085870103,0.0028842425,0.0032589187,0,0,0,0.05,1
1,0.0086020655,0.0028818757,0.0032562794,0,0,0,0.05,1
1,0.0086171207,0.0028795089,0.0032536403,0,0,0,0.05,1
1,0.0086321758,0.0028771421,0.0032510013,0,0,0,0.05,1
1,0.008647231,0.0028747752,0.0032483625,0,0,0,0.05,1
1,0.0086622862,0.0028724084,0.0032457237,0,0,0,0.05,1
1,0.0086773413,0.0028700416,0.003243085,0,0,0,0.05,1
1,0.0086923965,0.0028676748,0.0032404465,0,0,0,0.05,1
1,0.0087074516,0.002865308,0.0032378081,0,0,0,0.05,1
1,0.0087225068,0.0028629412,0.0032351698,0,0,0,0.05,1
1,0.0087375619,0.0028605744,0.0032325316,0,0,0,0.05,1
1,0.008752617,0.0028582076,0.0032298935,0,0,0,0.05,1
1,0.0087676721,0.0028558408,0.0032272556,0,0,0,0.05,1
1,0.0087827272,0.002853474,0.0032246177,0,0,0,0.05,1
1,0.0087977824,0.0028511072,0.00322198,0,0,0,0.05,1
1,0.0088128375,0.0028487404,0.0032193424,0,0,0,0.05,1
1,0.0088278926,0.0028463736,0.0032167049,0,0,0,0.05,1
1,0.0088429477,0.0028440068,0.0032140675,0,0,0,0.05,1
1,0.0088580027,0.00284164,0.0032114303,0,0,0,0.05,1
1,0.0088730578,0.0028392732,0.0032087931,0,0,0,0.05,1
1,0.0088881129,0.0028369064,0.0032061561,0,0,0,0.05,1
1,0.008903168,0.0028345396,0.0032035192,0,0,0,0.05,1
1,0.008918223,0.0028321728,0.0032008823,0,0,0,0.05,1
1,0.0089332781,0.002829806,0.0031982457,0,0,0,0.05,1
1,0.0089483332,0.0028274392,0.0031956091,0,0,0,0.05,1
1,0.0089633882,0.0028250724,0.0031929726,0,0,0,0.05,1
1,0.0089784432,0.0028227057,0.0031903363,0,0,0,0.05,1
1,0.0089934983,0.0028203389,0.0031877,0,0,0,0.05,1
1,0.0090085533,0.0028179721,0.0031850639,0,0,0,0.05,1
1,0.0090236083,0.0028156053,0.0031824279,0,0,0,0.05,1
1,0.0090386634,0.0028132385,0.003179792,0,0,0,0.05,1
1,0.0090537184,0.0028108717,0.0031771563,0,0,0,0.05,1
1,0.0090687734,0.002808505,0.0031745206,0,0,0,0.05,1
1,0.0090838284,0.0028061382,0.0031718851,0,0,0,0.05,1
1,0.0090988834,0.0028037714,0.0031692497,0,0,0,0.05,1
1,0.0091139384,0.0028014046,0.0031666144,0,0,0,0.05,1
1,0.0091289934,0.0027990379,0.0031639792,0,0,0,0.05,1
1,0.0091440484,0.0027966711,0.0031613441,0,0,0,0.05,1
1,0.0091591033,0.0027943043,0.0031587091,0,0,0,0.05,1
1,0.0091741583,0.0027919376,0.0031560743,0,0,0,0.05,1
1,0.0091892133,0.0027895708,0.0031534395,0,0,0,0.05,1
1,0.0092042682,0.002787204,0.0031508049,0,0,0,0.05,1
1,0.0092193232,0.0027848373,0.0031481704,0,0,0,0.05,1
1,0.0092343781,0.0027824705,0.003145536,0,0,0,0.05,1
1,0.0092494331,0.0027801037,0.0031429018,0,0,0,0.05,1
1,0.009264488,0.002777737,0.0031402676,0,0,0,0.05,1
1,0.0092795429,0.0027753702,0.0031376335,0,0,0,0.05,1
1,0.0092945979,0.0027730034,0.0031349996,0,0,0,0.05,1
1,0.0093096528,0.0027706367,0.0031323658,0,0,0,0.05,1
1,0.0093247077,0.0027682699,0.0031297321,0,0,0,0.05,1
1,0.0093397626,0.0027659032,0.0031270985,0,0,0,0.05,1
1,0.0093548175,0.0027635364,0.0031244651,0,0,0,0.05,1
1,0.0093698724,0.0027611697,0.0031218317,0,0,0,0.05,1
1,0.0093849273,0.0027588029,0.0031191985,0,0,0,0.05,1
1,0.0093999822,0.0027564362,0.0031165654,0,0,0,0.05,1
1,0.0094150371,0.0027540694,0.0031139323,0,0,0,0.05,1
1,0.009430092,0.0027517027,0.0031112995,0,0,0,0.05,1
1,0.0094451468,0.0027493359,0.0031086667,0,0,0,0.05,1
1,0.0094602017,0.0027469692,0.003106034,0,0,0,0.05,1
1,0.0094752566,0.0027446024,0.0031034015,0,0,0,0.05,1
1,0.0094903114,0.0027422357,0.003100769,0,0,0,0.05,1
1,0.0095053663,0.0027398689,0.0030981367,0,0,0,0.05,1
1,0.0095204211,0.0027375022,0.0030955045,0,0,0,0.05,1
1,0.0095354759,0.0027351355,0.0030928724,0,0,0,0.05,1
1,0.0095505308,0.0027327687,0.0030902405,0,0,0,0.05,1
1,0.0095655856,0.002730402,0.0030876086,0,0,0,0.05,1
1,0.0095806404,0.0027280353,0.0030849769,0,0,0,0.05,1
1,0.0095956952,0.0027256685,0.0030823452,0,0,0,0.05,1
1,0.0096107501,0.0027233018,0.0030797137,0,0,0,0.05,1
1,0.0096258049,0.0027209351,0.0030770823,0,0,0,0.05,1
1,0.0096408597,0.0027185683,0.0030744511,0,0,0,0.05,1
1,0.0096559145,0.0027162016,0.0030718199,0,0,0,0.05,1
1,0.0096709692,0.0027138349,0.0030691888,0,0,0,0.05,1
1,0.009686024,0.0027114681,0.0030665579,0,0,0,0.05,1
1,0.0097010788,0.0027091014,0.0030639271,0,0,0,0.05,1
1,0.0097161336,0.0027067347,0.0030612964,0,0,0,0.05,1
1,0.0097311883,0.002704368,0.0030586658,0,0,0,0.05,1
1,0.0097462431,0.0027020013,0.0030560353,0,0,0,0.05,1
1,0.0097612978,0.0026996345,0.003053405,0,0,0,0.05,1
1,0.0097763526,0.0026972678,0.0030507747,0,0,0,0.05,1
1,0.0097914073,0.0026949011,0.0030481446,0,0,0,0.05,1
1,0.0098064621,0.0026925344,0.0030455146,0,0,0,0.05,1
1,0.0098215168,0.0026901677,0.0030428847,0,0,0,0.05,1
1,0.0098365715,0.002687801,0.0030402549,0,0,0,0.05,1
1,0.0098516263,0.0026854342,0.0030376252,0,0,0,0.05,1
1,0.009866681,0.0026830675,0.0030349957,0,0,0,0.05,1
1,0.0098817357,0.0026807008,0.0030323662,0,0,0,0.05,1
1,0.0098967904,0.0026783341,0.0030297369,0,0,0,0.05,1
1,0.0099118451,0.0026759674,0.0030271077,0,0,0,0.05,1
1,0.0099268998,0.0026736007,0.0030244786,0,0,0,0.05,1
1,0.0099419545,0.002671234,0.0030218496,0,0,0,0.05,1
1,0.0099570092,0.0026688673,0.0030192208,0,0,0,0.05,1
1,0.0099720638,0.0026665006,0.003016592,0,0,0,0.05,1
1,0.0099871185,0.0026641339,0.0030139634,0,0,0,0.05,1
1,0.010002173,0.0026617672,0.0030113349,0,0,0,0.05,1
1,0.010017228,0.0026594005,0.0030087065,0,0,0,0.05,1
1,0.010032282,0.0026570338,0.0030060782,0,0,0,0.05,1
1,0.010047337,0.0026546671,0.00300345,0,0,0,0.05,1
1,0.010062392,0.0026523004,0.0030008219,0,0,0,0.05,1
1,0.010077446,0.0026499337,0.002998194,0,0,0,0.05,1
1,0.010092501,0.002647567,0.0029955662,0,0,0,0.05,1
1,0.010107556,0.0026452003,0.0029929385,0,0,0,0.05,1
1,0.01012261,0.0026428336,0.0029903109,0,0,0,0.05,1
1,0.010137665,0.002640467,0.0029876834,0,0,0,0.05,1
1,0.01015272,0.0026381003,0.002985056,0,0,0,0.05,1
1,0.010167774,0.0026357336,0.0029824288,0,0,0,0.05,1
1,0.010182829,0.0026333669,0.0029798016,0,0,0,0.05,1
1,0.010197883,0.0026310002,0.0029771746,0,0,0,0.05,1
1,0.010212938,0.0026286335,0.0029745477,0,0,0,0.05,1
1,0.010227992,0.0026262669,0.0029719209,0,0,0,0.05,1
1,0.010243047,0.0026239002,0.0029692942,0,0,0,0.05,1
1,0.010258102,0.0026215335,0.0029666677,0,0,0,0.05,1
1,0.010273156,0.0026191668,0.0029640412,0,0,0,0.05,1
1,0.010288211,0.0026168002,0.0029614149,0,0,0,0.05,1
1,0.010303265,0.0026144335,0.0029587887,0,0,0,0.05,1
1,0.01031832,0.0026120668,0.0029561626,0,0,0,0.05,1
1,0.010333374,0.0026097001,0.0029535366,0,0,0,0.05,1
1,0.010348429,0.0026073335,0.0029509107,0,0,0,0.05,1
1,0.010363483,0.0026049668,0.002948285,0,0,0,0.05,1
1,0.010378538,0.0026026001,0.0029456593,0,0,0,0.05,1
1,0.010393593,0.0026002335,0.0029430338,0,0,0,0.05,1
