ini lat (deg),ini lon (deg),ini alt (m),ini vx_body (m/s),ini vy_body (m/s),ini vz_body (m/s),ini yaw (deg),ini pitch (deg),ini roll (deg)
1,-0.031014183,0.0011642599,0.0016584648,0,0,0,0.05,1
1,-0.057931012,0.0011635669,0.0016174522,0,0,0,0.05,1
1,-0.084848337,0.0011629277,0.0015762702,0,0,0,0.05,1
1,-0.11176616,0.0011623422,0.001534919,0,0,0,0.05,1
1,-0.13868447,0.0011618106,0.0014933984,0,0,0,0.05,1
1,-0.16560328,0.0011613328,0.0014517084,0,0,0,0.05,1
1,-0.19252259,0.0011609087,0.0014098491,0,0,0,0.05,1
1,-0.21944239,0.0011605385,0.0013678205,0,0,0,0.05,1
1,-0.24636268,0.0011602221,0.0013256226,0,0,0,0.05,1
1,-0.27328348,0.0011599594,0.0012832553,0,0,0,0.05,1
1,-0.30020476,0.0011597506,0.0012407186,0,0,0,0.05,1
1,-0.32712654,0.0011595955,0.0011980127,0,0,0,0.05,1
1,-0.35404882,0.0011594942,0.0011551374,0,0,0,0.05,1
1,-0.38097159,0.0011594468,0.0011120928,0,0,0,0.05,1
1,-0.40789486,0.0011594531,0.0010688788,0,0,0,0.05,1
1,-0.43481862,0.0011595132,0.0010254955,0,0,0,0.05,1
1,-0.46174288,0.0011596271,0.00098194283,0,0,0,0.05,1
1,-0.48866763,0.0011597948,0.00093822085,0,0,0,0.05,1
1,-0.51559288,0.0011600164,0.00089432954,0,0,0,0.05,1
1,-0.54251862,0.0011602917,0.00085026888,0,0,0,0.05,1
1,-0.56944486,0.0011606208,0.00080603889,0,0,0,0.05,1
1,-0.59637159,0.0011610037,0.00076163957,0,0,0,0.05,1
1,-0.62329882,0.0011614404,0.00071707091,0,0,0,0.05,1
1,0.55690374,0.0010637368,0.0025218345,0,0,0,0.05,1
1,0.53751784,0.0010630347,0.0024888645,0,0,0,0.05,1
1,0.518132,0.0010623029,0.0024558492,0,0,0,0.05,1
1,0.49874621,0.0010615413,0.0024227887,0,0,0,0.05,1
1,0.47936048,0.00106075,0.0023896829,0,0,0,0.05,1
1,0.45997481,0.0010599288,0.0023565319,0,0,0,0.05,1
1,0.44058919,0.0010590779,0.0023233357,0,0,0,0.05,1
1,0.42120363,0.0010581973,0.0022900942,0,0,0,0.05,1
1,0.40181812,0.0010572868,0.0022568075,0,0,0,0.05,1
1,0.38243267,0.0010563466,0.0022234756,0,0,0,0.05,1
1,0.36304728,0.0010553766,0.0021900984,0,0,0,0.05,1
1,0.34366194,0.0010543768,0.002156676,0,0,0,0.05,1
1,0.32427666,0.0010533472,0.0021232084,0,0,0,0.05,1
1,0.30489143,0.0010522879,0.0020896955,0,0,0,0.05,1
1,0.28550626,0.0010511988,0.0020561374,0,0,0,0.05,1
1,0.26612114,0.0010500799,0.002022534,0,0,0,0.05,1
1,0.24673608,0.0010489313,0.0019888854,0,0,0,0.05,1
1,0.22735107,0.0010477529,0.0019551916,0,0,0,0.05,1
1,0.20796612,0.0010465447,0.0019214525,0,0,0,0.05,1
1,0.18858123,0.0010453067,0.0018876682,0,0,0,0.05,1
1,0.16919639,0.001044039,0.0018538387,0,0,0,0.05,1
1,0.14981161,0.0010427415,0.0018199639,0,0,0,0.05,1
1,0.13042689,0.0010414142,0.0017860439,0,0,0,0.05,1
1,0.11104221,0.0010400571,0.0017520787,0,0,0,0.05,1
1,0.0916576,0.0010386703,0.0017180682,0,0,0,0.05,1
1,0.072273041,0.0010372537,0.0016840125,0,0,0,0.05,1
1,0.052888537,0.0010358073,0.0016499115,0,0,0,0.05,1
1,0.03350409,0.0010343312,0.0016157653,0,0,0,0.05,1
1,0.014119698,0.0010328252,0.0015815739,0,0,0,0.05,1
1,-0.005264638,0.0010312895,0.0015473372,0,0,0,0.05,1
1,-0.024648918,0.0010297241,0.0015130553,0,0,0,0.05,1
1,-0.044033143,0.0010281288,0.0014787282,0,0,0,0.05,1
1,-0.063417312,0.0010265038,0.0014443558,0,0,0,0.05,1
1,-0.082801425,0.001024849,0.0014099382,0,0,0,0.05,1
1,-0.10218548,0.0010231644,0.0013754753,0,0,0,0.05,1
1,-0.12156948,0.0010214501,0.0013409672,0,0,0,0.05,1
1,-0.14095343,0.001019706,0.0013064139,0,0,0,0.05,1
1,-0.16033732,0.0010179321,0.0012718153,0,0,0,0.05,1
1,-0.17972116,0.0010161284,0.0012371715,0,0,0,0.05,1
1,-0.19910493,0.001014295,0.0012024825,0,0,0,0.05,1
1,-0.21848866,0.0010124318,0.0011677482,0,0,0,0.05,1
1,-0.23787232,0.0010105388,0.0011329687,0,0,0,0.05,1
1,-0.25725594,0.0010086161,0.0010981439,0,0,0,0.05,1
1,-0.27663949,0.0010066635,0.001063274,0,0,0,0.05,1
1,-0.29602299,0.0010046812,0.0010283587,0,0,0,0.05,1
1,-0.31540644,0.0010026692,0.00099339828,0,0,0,0.05,1
1,-0.33478982,0.0010006273,0.00095839258,0,0,0,0.05,1
1,-0.35417316,0.0009985557,0.00092334165,0,0,0,0.05,1
1,-0.37355644,0.00099645431,0.00088824548,0,0,0,0.05,1
1,-0.39293966,0.00099432314,0.00085310407,0,0,0,0.05,1
1,-0.41232282,0.0009921622,0.00081791743,0,0,0,0.05,1
1,-0.43170593,0.00098997149,0.00078268555,0,0,0,0.05,1
1,-0.45108899,0.000987751,0.00074740843,0,0,0,0.05,1
1,-0.47047199,0.00098550074,0.00071208608,0,0,0,0.05,1
1,-0.48985493,0.0009832207,0.00067671849,0,0,0,0.05,1
1,-0.50923782,0.0009809109,0.00064130566,0,0,0,0.05,1
1,-0.52862065,0.00097857131,0.0006058476,0,0,0,0.05,1
1,-0.54800342,0.00097620196,0.0005703443,0,0,0,0.05,1
1,-0.56738614,0.00097380283,0.00053479576,0,0,0,0.05,1
1,-0.58676881,0.00097137393,0.00049920199,0,0,0,0.05,1
1,-0.60615141,0.00096891525,0.00046356298,0,0,0,0.05,1
1,-0.62553397,0.00096642681,0.00042787873,0,0,0,0.05,1
1,-0.64491646,0.00096390858,0.00039214924,0,0,0,0.05,1
1,-0.66429891,0.00096136059,0.00035637452,0,0,0,0.05,1
1,-0.68368129,0.00095878282,0.00032055456,0,0,0,0.05,1
1,-0.70306362,0.00095617528,0.00028468937,0,0,0,0.05,1
1,-0.7224459,0.00095353796,0.00024877894,0,0,0,0.05,1
1,-0.74182811,0.00095087087,0.00021282327,0,0,0,0.05,1
1,-0.76121028,0.00094817401,0.00017682236,0,0,0,0.05,1
1,-0.78059238,0.00094544737,0.00014077622,0,0,0,0.05,1
1,-0.79997443,0.00094269096,0.00010468484,0,0,0,0.05,1
1,-0.81935643,0.00093990478,6.8548227e-05,0,0,0,0.05,1
1,-0.83873837,0.00093708882,3.2366375e-05,0,0,0,0.05,1
1,-0.85812025,0.00093424309,-3.8607145e-06,0,0,0,0.05,1
1,-0.87750208,0.00093136759,-4.0133041e-05,0,0,0,0.05,1
1,-0.89688385,0.00092846231,-7.6450604e-05,0,0,0,0.05,1
1,-0.91626557,0.00092552726,-0.0001128134,0,0,0,0.05,1
1,-0.93564723,0.00092256244,-0.00014922144,0,0,0,0.05,1
1,-0.95502884,0.00091956784,-0.00018567471,0,0,0,0.05,1
1,-0.97441039,0.00091654347,-0.00022217322,0,0,0,0.05,1
1,-0.99379188,0.00091348933,-0.00025871697,0,0,0,0.05,1
1,-1.0131733,0.00091040541,-0.00029530595,0,0,0,0.05,1
1,-1.0325547,0.00090729172,-0.00033194017,0,0,0,0.05,1
1,-1.051936,0.00090414826,-0.00036861963,0,0,0,0.05,1
1,-1.0713173,0.00090097502,-0.00040534433,0,0,0,0.05,1
1,-1.0906985,0.00089777201,-0.00044211426,0,0,0,0.05,1
1,-1.1100797,0.00089453922,-0.00047892943,0,0,0,0.05,1
1,-1.1294608,0.00089127667,-0.00051578983,0,0,0,0.05,1
1,-1.1488418,0.00088798433,-0.00055269547,0,0,0,0.05,1
1,-1.1682228,0.00088466223,-0.00058964635,0,0,0,0.05,1
1,-1.1876038,0.00088131035,-0.00062664246,0,0,0,0.05,1
1,-1.2069846,0.0008779287,-0.00066368382,0,0,0,0.05,1
1,-1.2263655,0.00087451727,-0.00070077041,0,0,0,0.05,1
1,-1.2457462,0.00087107608,-0.00073790223,0,0,0,0.05,1
1,-1.2651269,0.0008676051,-0.00077507929,0,0,0,0.05,1
1,-1.2845076,0.00086410436,-0.00081230159,0,0,0,0.05,1
1,-1.3038882,0.00086057384,-0.00084956913,0,0,0,0.05,1
1,-1.3232687,0.00085701355,-0.0008868819,0,0,0,0.05,1
1,-1.3426492,0.00085342348,-0.00092423991,0,0,0,0.05,1
1,-1.3620297,0.00084980364,-0.00096164316,0,0,0,0.05,1
1,-1.3814101,0.00084615403,-0.00099909164,0,0,0,0.05,1
1,-1.4007904,0.00084247464,-0.0010365854,0,0,0,0.05,1
1,-1.4201706,0.00083876548,-0.0010741243,0,0,0,0.05,1
1,-1.4395509,0.00083502655,-0.0011117085,0,0,0,0.05,1
1,-1.458931,0.00083125784,-0.0011493379,0,0,0,0.05,1
1,-1.4783111,0.00082745937,-0.0011870126,0,0,0,0.05,1
1,-1.4976912,0.00082363111,-0.0012247325,0,0,0,0.05,1
1,-1.5170711,0.00081977309,-0.0012624977,0,0,0,0.05,1
1,-1.5364511,0.00081588529,-0.001300308,0,0,0,0.05,1
1,-1.555831,0.00081196771,-0.0013381636,0,0,0,0.05,1
1,-1.5752108,0.00080802036,-0.0013760645,0,0,0,0.05,1
1,-1.5945905,0.00080404324,-0.0014140106,0,0,0,0.05,1
1,-1.6139703,0.00080003635,-0.0014520019,0,0,0,0.05,1
1,-1.6333499,0.00079599968,-0.0014900385,0,0,0,0.05,1
1,-1.6527295,0.00079193324,-0.0015281203,0,0,0,0.05,1
1,-1.6721091,0.00078783703,-0.0015662473,0,0,0,0.05,1
1,-1.6914885,0.00078371104,-0.0016044196,0,0,0,0.05,1
1,-1.710868,0.00077955528,-0.0016426371,0,0,0,0.05,1
1,-1.7302474,0.00077536975,-0.0016808998,0,0,0,0.05,1
1,-2.8893417,0.00070536286,-0.0035152054,0,0,0,0.05,1
1,-2.9275393,0.00071470234,-0.0035538847,0,0,0,0.05,1
1,-2.9657699,0.00072359068,-0.0035926479,0,0,0,0.05,1
1,-3.0040335,0.00073202787,-0.0036314951,0,0,0,0.05,1
1,-3.0423302,0.00074001392,-0.0036704262,0,0,0,0.05,1
1,-3.0806599,0.00074754882,-0.0037094412,0,0,0,0.05,1
1,-3.1190227,0.00075463258,-0.0037485402,0,0,0,0.05,1
1,-3.1574185,0.00076126519,-0.0037877231,0,0,0,0.05,1
1,-3.1958474,0.00076744666,-0.0038269899,0,0,0,0.05,1
1,-3.2343093,0.00077317698,-0.0038663406,0,0,0,0.05,1
1,-3.2728043,0.00077845616,-0.0039057753,0,0,0,0.05,1
1,-3.3113323,0.00078328419,-0.0039452939,0,0,0,0.05,1
1,-3.3498933,0.00078766108,-0.0039848964,0,0,0,0.05,1
1,-3.3884874,0.00079158683,-0.0040245829,0,0,0,0.05,1
1,-3.4271146,0.00079506143,-0.0040643533,0,0,0,0.05,1
1,-3.4657747,0.00079808489,-0.0041042076,0,0,0,0.05,1
1,-3.504468,0.0008006572,-0.0041441459,0,0,0,0.05,1
1,-3.5431942,0.00080277837,-0.004184168,0,0,0,0.05,1
1,-3.5819536,0.00080444839,-0.0042242742,0,0,0,0.05,1
1,-3.6207459,0.00080566727,-0.0042644642,0,0,0,0.05,1
1,-3.6595713,0.000806435,-0.0043047382,0,0,0,0.05,1
1,-3.6984298,0.00080675159,-0.0043450961,0,0,0,0.05,1
1,-3.7373212,0.00080661703,-0.0043855379,0,0,0,0.05,1
1,-3.7762458,0.00080603133,-0.0044260636,0,0,0,0.05,1
1,-3.8152034,0.00080499449,-0.0044666733,0,0,0,0.05,1
1,-3.854194,0.0008035065,-0.0045073669,0,0,0,0.05,1
1,-3.8932177,0.00080156736,-0.0045481445,0,0,0,0.05,1
1,-3.9322744,0.00079917709,-0.0045890059,0,0,0,0.05,1
1,-3.9713641,0.00079633566,-0.0046299513,0,0,0,0.05,1
1,-4.0104869,0.00079304309,-0.0046709807,0,0,0,0.05,1
1,-4.0496428,0.00078929938,-0.0047120939,0,0,0,0.05,1
1,-4.0888317,0.00078510453,-0.0047532911,0,0,0,0.05,1
1,-4.1280536,0.00078045852,-0.0047945722,0,0,0,0.05,1
1,-4.1673086,0.00077536138,-0.0048359373,0,0,0,0.05,1
1,-4.2065966,0.00076981309,-0.0048773862,0,0,0,0.05,1
1,-4.2459177,0.00076381365,-0.0049189192,0,0,0,0.05,1
1,-4.2852718,0.00075736307,-0.004960536,0,0,0,0.05,1
1,-4.3246589,0.00075046135,-0.0050022367,0,0,0,0.05,1
1,-4.3640791,0.00074310848,-0.0050440214,0,0,0,0.05,1
1,-4.4035324,0.00073530447,-0.0050858901,0,0,0,0.05,1
1,-4.4430187,0.00072704931,-0.0051278426,0,0,0,0.05,1
1,-4.482538,0.00071834301,-0.0051698791,0,0,0,0.05,1
1,-4.5220904,0.00070918556,-0.0052119995,0,0,0,0.05,1
1,-4.5616758,0.00069957697,-0.0052542038,0,0,0,0.05,1
1,-4.6012943,0.00068951723,-0.0052964921,0,0,0,0.05,1
1,-4.6409458,0.00067900635,-0.0053388643,0,0,0,0.05,1
1,-4.6806304,0.00066804432,-0.0053813204,0,0,0,0.05,1
1,-4.720348,0.00065663115,-0.0054238605,0,0,0,0.05,1
1,-4.7600986,0.00064476684,-0.0054664845,0,0,0,0.05,1
1,-4.7998823,0.00063245138,-0.0055091924,0,0,0,0.05,1
1,-4.839699,0.00061968478,-0.0055519842,0,0,0,0.05,1
1,-4.8795488,0.00060646703,-0.00559486,0,0,0,0.05,1
1,-4.9194316,0.00059279814,-0.0056378197,0,0,0,0.05,1
1,-4.9593475,0.0005786781,-0.0056808633,0,0,0,0.05,1
1,-4.9992964,0.00056410692,-0.0057239909,0,0,0,0.05,1
1,-5.0392784,0.00054908459,-0.0057672024,0,0,0,0.05,1
1,-5.0792934,0.00053361112,-0.0058104978,0,0,0,0.05,1
1,-5.1193414,0.0005176865,-0.0058538771,0,0,0,0.05,1
1,-5.1594225,0.00050131074,-0.0058973404,0,0,0,0.05,1
1,-5.1995366,0.00048448384,-0.0059408876,0,0,0,0.05,1
1,-5.2396838,0.00046720579,-0.0059845187,0,0,0,0.05,1
1,-5.279864,0.0004494766,-0.0060282338,0,0,0,0.05,1
1,-4.4063866,0.00066757962,-0.0047002403,0,0,0,0.05,1
1,-4.4248212,0.00066782327,-0.0047054076,0,0,0,0.05,1
1,-4.4433166,0.00066779929,-0.0047107799,0,0,0,0.05,1
1,-4.4618728,0.00066750767,-0.004716357,0,0,0,0.05,1
1,-4.4804897,0.00066694843,-0.0047221392,0,0,0,0.05,1
1,-4.4991674,0.00066612155,-0.0047281262,0,0,0,0.05,1
1,-4.5179059,0.00066502704,-0.0047343182,0,0,0,0.05,1
1,-4.5367051,0.0006636649,-0.0047407152,0,0,0,0.05,1
1,-4.5555651,0.00066203512,-0.0047473171,0,0,0,0.05,1
1,-4.5744858,0.00066013772,-0.0047541239,0,0,0,0.05,1
1,-4.5934674,0.00065797269,-0.0047611357,0,0,0,0.05,1
1,-4.6125097,0.00065554002,-0.0047683524,0,0,0,0.05,1
1,-4.6316128,0.00065283972,-0.0047757741,0,0,0,0.05,1
1,-4.6507766,0.00064987179,-0.0047834007,0,0,0,0.05,1
1,-4.6700012,0.00064663623,-0.0047912322,0,0,0,0.05,1
1,-4.6892866,0.00064313304,-0.0047992687,0,0,0,0.05,1
1,-4.7086327,0.00063936222,-0.0048075101,0,0,0,0.05,1
1,-4.7280396,0.00063532376,-0.0048159564,0,0,0,0.05,1
1,-4.7475073,0.00063101768,-0.0048246077,0,0,0,0.05,1
1,-4.7670358,0.00062644396,-0.004833464,0,0,0,0.05,1
1,-4.786625,0.00062160261,-0.0048425252,0,0,0,0.05,1
1,-4.8062749,0.00061649363,-0.0048517913,0,0,0,0.05,1
1,-4.8259857,0.00061111702,-0.0048612624,0,0,0,0.05,1
1,-4.8457572,0.00060547278,-0.0048709384,0,0,0,0.05,1
1,-4.8655895,0.0005995609,-0.0048808193,0,0,0,0.05,1
1,-4.8854826,0.0005933814,-0.0048909052,0,0,0,0.05,1
1,-4.9054364,0.00058693426,-0.004901196,0,0,0,0.05,1
1,-4.925451,0.00058021949,-0.0049116918,0,0,0,0.05,1
1,-4.9455263,0.00057323709,-0.0049223925,0,0,0,0.05,1
1,-4.9656625,0.00056598706,-0.0049332982,0,0,0,0.05,1
1,-4.9858594,0.0005584694,-0.0049444087,0,0,0,0.05,1
1,-5.006117,0.00055068411,-0.0049557243,0,0,0,0.05,1
1,-5.0264355,0.00054263118,-0.0049672447,0,0,0,0.05,1
1,-5.0468147,0.00053431062,-0.0049789702,0,0,0,0.05,1
1,-4.5891977,0.00060166924,-0.0043246038,0,0,0,0.05,1
1,-4.5399762,0.00059339826,-0.0042665881,0,0,0,0.05,1
1,-4.4908211,0.00058566068,-0.0042085924,0,0,0,0.05,1
1,-4.4417322,0.0005784565,-0.0041506165,0,0,0,0.05,1
1,-4.3927097,0.0005717857,-0.0040926605,0,0,0,0.05,1
1,-4.3437535,0.0005656483,-0.0040347244,0,0,0,0.05,1
1,-4.2948637,0.0005600443,-0.0039768082,0,0,0,0.05,1
1,-4.2460401,0.00055497369,-0.0039189118,0,0,0,0.05,1
1,-4.1972829,0.00055043647,-0.0038610353,0,0,0,0.05,1
1,-4.148592,0.00054643264,-0.0038031786,0,0,0,0.05,1
1,-4.0999674,0.00054296221,-0.0037453419,0,0,0,0.05,1
1,-4.0514092,0.00054002517,-0.003687525,0,0,0,0.05,1
1,-4.0029173,0.00053762153,-0.003629728,0,0,0,0.05,1
1,-3.9544916,0.00053575128,-0.0035719508,0,0,0,0.05,1
1,-3.9061323,0.00053441442,-0.0035141936,0,0,0,0.05,1
1,-3.8578394,0.00053361095,-0.0034564562,0,0,0,0.05,1
1,-3.8096127,0.00053334088,-0.0033987386,0,0,0,0.05,1
1,-3.7614524,0.00053360421,-0.003341041,0,0,0,0.05,1
1,-3.7133584,0.00053440093,-0.0032833632,0,0,0,0.05,1
1,-3.6653307,0.00053573104,-0.0032257053,0,0,0,0.05,1
1,-3.6173694,0.00053759454,-0.0031680673,0,0,0,0.05,1
1,-3.5694743,0.00053999144,-0.0031104491,0,0,0,0.05,1
1,-3.5216456,0.00054292173,-0.0030528508,0,0,0,0.05,1
1,-3.4738832,0.00054638541,-0.0029952724,0,0,0,0.05,1
1,-3.4261871,0.00055038249,-0.0029377139,0,0,0,0.05,1
1,-3.3785574,0.00055491297,-0.0028801752,0,0,0,0.05,1
1,-3.3309939,0.00055997683,-0.0028226564,0,0,0,0.05,1
1,-3.2834968,0.00056557409,-0.0027651575,0,0,0,0.05,1
1,-3.236066,0.00057170474,-0.0027076785,0,0,0,0.05,1
1,-3.1887016,0.00057836879,-0.0026502193,0,0,0,0.05,1
1,-3.1414034,0.00058556623,-0.00259278,0,0,0,0.05,1
1,-3.0941716,0.00059329706,-0.0025353605,0,0,0,0.05,1
1,-3.0470061,0.00060156129,-0.002477961,0,0,0,0.05,1
1,-2.9999069,0.00061035891,-0.0024205813,0,0,0,0.05,1
1,-2.9528741,0.00061968993,-0.0023632215,0,0,0,0.05,1
1,-3.2991675,0.00064115295,-0.0026088246,0,0,0,0.05,1
1,-3.2518307,0.00063346485,-0.0025695837,0,0,0,0.05,1
1,-3.2044925,0.00062586647,-0.0025302863,0,0,0,0.05,1
1,-3.1571531,0.00061835783,-0.0024909324,0,0,0,0.05,1
1,-3.1098124,0.00061093891,-0.0024515219,0,0,0,0.05,1
1,-3.0624704,0.00060360972,-0.0024120548,0,0,0,0.05,1
1,-3.015127,0.00059637026,-0.0023725312,0,0,0,0.05,1
1,-2.9677824,0.00058922052,-0.0023329511,0,0,0,0.05,1
1,-2.9204364,0.00058216051,-0.0022933143,0,0,0,0.05,1
1,-2.8730892,0.00057519022,-0.0022536211,0,0,0,0.05,1
1,-2.8257406,0.00056830967,-0.0022138712,0,0,0,0.05,1
1,-2.7783908,0.00056151884,-0.0021740649,0,0,0,0.05,1
1,-2.7310396,0.00055481773,-0.0021342019,0,0,0,0.05,1
1,-2.6836872,0.00054820636,-0.0020942824,0,0,0,0.05,1
1,-2.6363334,0.00054168471,-0.0020543064,0,0,0,0.05,1
1,-2.5889783,0.00053525278,-0.0020142737,0,0,0,0.05,1
1,-2.5416219,0.00052891059,-0.0019741846,0,0,0,0.05,1
1,-2.4942643,0.00052265812,-0.0019340389,0,0,0,0.05,1
1,-2.4469053,0.00051649538,-0.0018938366,0,0,0,0.05,1
1,-2.399545,0.00051042236,-0.0018535777,0,0,0,0.05,1
1,-2.3521834,0.00050443907,-0.0018132624,0,0,0,0.05,1
1,-2.3048205,0.00049854551,-0.0017728904,0,0,0,0.05,1
1,-2.2574563,0.00049274168,-0.0017324619,0,0,0,0.05,1
1,-2.2100908,0.00048702757,-0.0016919769,0,0,0,0.05,1
1,-2.162724,0.00048140319,-0.0016514353,0,0,0,0.05,1
1,-2.1153559,0.00047586854,-0.0016108371,0,0,0,0.05,1
1,-2.0679864,0.00047042361,-0.0015701824,0,0,0,0.05,1
1,-2.0206157,0.00046506841,-0.0015294711,0,0,0,0.05,1
1,-1.9732437,0.00045980294,-0.0014887033,0,0,0,0.05,1
1,-1.9258704,0.00045462719,-0.0014478789,0,0,0,0.05,1
1,-1.8784957,0.00044954117,-0.0014069979,0,0,0,0.05,1
1,-1.8311198,0.00044454488,-0.0013660604,0,0,0,0.05,1
1,-1.7837425,0.00043963831,-0.0013250664,0,0,0,0.05,1
1,-1.736364,0.00043482147,-0.0012840158,0,0,0,0.05,1
1,-1.6889841,0.00043009436,-0.0012429086,0,0,0,0.05,1
1,-1.641603,0.00042545698,-0.0012017449,0,0,0,0.05,1
1,-1.5942205,0.00042090932,-0.0011605246,0,0,0,0.05,1
1,-1.5468368,0.00041645139,-0.0011192478,0,0,0,0.05,1
1,-1.4994517,0.00041208318,-0.0010779144,0,0,0,0.05,1
1,-1.4520653,0.0004078047,-0.0010365244,0,0,0,0.05,1
1,-1.4046776,0.00040361595,-0.00099507793,0,0,0,0.05,1
1,-1.3572887,0.00039951693,-0.00095357487,0,0,0,0.05,1
1,-1.3098984,0.00039550763,-0.00091201526,0,0,0,0.05,1
1,-1.2625068,0.00039158806,-0.0008703991,0,0,0,0.05,1
1,-1.2151139,0.00038775822,-0.00082872637,0,0,0,0.05,1
1,-1.1677197,0.0003840181,-0.0007869971,0,0,0,0.05,1
1,-1.1203242,0.00038036771,-0.00074521126,0,0,0,0.05,1
1,-1.0729274,0.00037680705,-0.00070336888,0,0,0,0.05,1
1,-1.0255293,0.00037333611,-0.00066146993,0,0,0,0.05,1
1,-0.97812985,0.0003699549,-0.00061951443,0,0,0,0.05,1
1,-0.93072913,0.00036666342,-0.00057750238,0,0,0,0.05,1
1,-0.8833271,0.00036346167,-0.00053543377,0,0,0,0.05,1
1,-0.83592378,0.00036034964,-0.0004933086,0,0,0,0.05,1
1,-0.78851914,0.00035732734,-0.00045112688,0,0,0,0.05,1
1,-0.74111321,0.00035439476,-0.0004088886,0,0,0,0.05,1
1,-0.69370596,0.00035155192,-0.00036659377,0,0,0,0.05,1
1,-0.64629742,0.00034879879,-0.00032424238,0,0,0,0.05,1
1,-0.59888757,0.0003461354,-0.00028183443,0,0,0,0.05,1
1,-0.55147641,0.00034356173,-0.00023936993,0,0,0,0.05,1
1,-0.50406396,0.00034107779,-0.00019684888,0,0,0,0.05,1
1,-0.45665019,0.00033868358,-0.00015427127,0,0,0,0.05,1
1,-0.40923513,0.00033637909,-0.0001116371,0,0,0,0.05,1
1,-0.36181876,0.00033416433,-6.8946378e-05,0,0,0,0.05,1
1,-0.31440108,0.0003320393,-2.61991e-05,0,0,0,0.05,1
1,-0.2669821,0.000330004,1.6604733e-05,0,0,0,0.05,1
1,-0.21956182,0.00032805842,5.9465122e-05,0,0,0,0.05,1
1,-0.17214023,0.00032620256,0.00010238207,0,0,0,0.05,1
1,-0.12471734,0.00032443644,0.00014535557,0,0,0,0.05,1
1,-0.077293143,0.00032276004,0.00018838562,0,0,0,0.05,1
1,-0.029867642,0.00032117337,0.00023147223,0,0,0,0.05,1
1,0.017559162,0.00031967642,0.0002746154,0,0,0,0.05,1
1,0.064987271,0.00031826921,0.00031781512,0,0,0,0.05,1
1,0.11241668,0.00031695172,0.0003610714,0,0,0,0.05,1
1,0.1598474,0.00031572395,0.00040438423,0,0,0,0.05,1
1,0.20727942,0.00031458591,0.00044775362,0,0,0,0.05,1
1,0.25471275,0.0003135376,0.00049117957,0,0,0,0.05,1
1,0.30214738,0.00031257902,0.00053466207,0,0,0,0.05,1
1,0.34958331,0.00031171016,0.00057820112,0,0,0,0.05,1
1,0.39702055,0.00031093104,0.00062179674,0,0,0,0.05,1
1,0.44445909,0.00031024163,0.0006654489,0,0,0,0.05,1
1,0.49189894,0.00030964196,0.00070915763,0,0,0,0.05,1
1,0.53934009,0.00030913201,0.0007529229,0,0,0,0.05,1
1,0.58678255,0.00030871179,0.00079674474,0,0,0,0.05,1
1,0.63422631,0.00030838129,0.00084062313,0,0,0,0.05,1
1,0.68167137,0.00030814052,0.00088455807,0,0,0,0.05,1
1,0.72911774,0.00030798948,0.00092854957,0,0,0,0.05,1
1,0.77656541,0.00030792817,0.00097259763,0,0,0,0.05,1
1,0.82401439,0.00030795658,0.0010167022,0,0,0,0.05,1
1,0.87146467,0.00030807472,0.0010608634,0,0,0,0.05,1
1,0.91891625,0.00030828258,0.0011050811,0,0,0,0.05,1
1,0.96636914,0.00030858018,0.0011493554,0,0,0,0.05,1
1,1.0138233,0.0003089675,0.0011936862,0,0,0,0.05,1
1,1.0612788,0.00030944454,0.0012380736,0,0,0,0.05,1
1,1.1087356,0.00031001132,0.0012825176,0,0,0,0.05,1
1,1.1561937,0.00031066782,0.0013270181,0,0,0,0.05,1
1,1.2036531,0.00031141404,0.0013715751,0,0,0,0.05,1
1,1.2511139,0.00031225,0.0014161887,0,0,0,0.05,1
1,1.2985759,0.00031317568,0.0014608589,0,0,0,0.05,1
1,1.3460392,0.00031419109,0.0015055856,0,0,0,0.05,1
1,1.3935038,0.00031529622,0.0015503689,0,0,0,0.05,1
1,1.4409698,0.00031649108,0.0015952087,0,0,0,0.05,1
1,1.488437,0.00031777567,0.0016401051,0,0,0,0.05,1
1,1.5359055,0.00031914999,0.0016850581,0,0,0,0.05,1
1,1.5833754,0.00032061403,0.0017300676,0,0,0,0.05,1
1,1.6308465,0.0003221678,0.0017751336,0,0,0,0.05,1
1,1.678319,0.00032381129,0.0018202563,0,0,0,0.05,1
1,1.7257927,0.00032554452,0.0018654354,0,0,0,0.05,1
1,1.7732678,0.00032736747,0.0019106711,0,0,0,0.05,1
1,1.8207442,0.00032928014,0.0019559634,0,0,0,0.05,1
1,1.8682218,0.00033128255,0.0020013123,0,0,0,0.05,1
1,1.9157008,0.00033337468,0.0020467176,0,0,0,0.05,1
1,1.9631811,0.00033555653,0.0020921796,0,0,0,0.05,1
1,2.0106627,0.00033782812,0.0021376981,0,0,0,0.05,1
1,0.33691671,-0.00014174567,0.00025608368,0,0,0,0.05,1
1,0.49750852,-0.0001018084,0.0004328243,0,0,0,0.05,1
1,0.65812931,-6.3829242e-05,0.00060949711,0,0,0,0.05,1
1,0.81877909,-2.7808199e-05,0.0007861021,0,0,0,0.05,1
1,0.97945786,6.2547279e-06,0.00096263927,0,0,0,0.05,1
1,1.1401656,3.8359539e-05,0.0011391086,0,0,0,0.05,1
1,1.3009024,6.8506235e-05,0.0013155102,0,0,0,0.05,1
